House ID,Build Date,Priced Date,Garden Space,Dock,Capital,Royal,Guarding,River,Renovation,Dining Rooms,Bedromms,Bathrooms,Visit,Sorcerer,Blessings,In Front,Location,Holy Tree,Distance from Knight's house
6e32ddce,7/14/1605 5:33 AM,6/2/1611 4:37 AM,,31.909766,54.470925,68.621482,41.845039,4.543050,2,4,2,3,1,,106,2,2,1,65.175868
6e32ddd3,8/17/1605 8:33 PM,4/28/1611 5:11 AM,2,8.872878,96.860900,43.651700,141.362278,52.352029,1,4,3,4,1,2,63,2,3,,107.092379
6e32de03,3/19/1603 8:10 PM,8/12/1610 6:25 AM,,92.666913,42.725823,27.920059,72.714849,6.557685,,2,3,3,1,,117,3,,,53.074742
6e32de2d,2/28/1600 7:21 PM,8/15/1612 4:52 PM,2,66.245755,4.870954,13.691240,72.973630,67.328627,,4,4,2,1,2,155,2,4,,14.929209
6e32de9f,5/9/1603 3:26 AM,2/24/1611 4:26 PM,,81.393986,24.977215,,65.263053,2.022772,1,3,3,4,1,2,135,2,2,,35.451205
6e32decc,9/19/1605 6:53 AM,2/2/1610 1:15 AM,2,4.538629,76.118785,,58.940231,8.503209,2,3,4,3,1,1,84,2,2,,86.815586
6e32df21,12/22/1606 7:26 PM,8/21/1607 3:29 PM,2,36.692502,22.641314,51.906977,184.113885,19.830071,2,4,2,4,1,2,137,2,2,1,33.590895
6e32df65,9/15/1605 2:19 AM,8/19/1610 9:39 AM,2,32.940860,16.879743,50.783865,29.494410,5.740071,2,4,3,2,1,2,143,2,2,1,27.377530
6e32df69,12/4/1606 7:59 PM,11/21/1611 12:50 AM,2,7.555241,8.859199,23.790297,14.284059,24.760757,1,2,4,2,1,2,151,2,2,1,18.896976
6e32df7c,3/4/1604 5:35 PM,3/10/1609 5:11 PM,2,2.744002,27.391873,49.936580,12.596562,11.970441,2,2,4,4,1,1,133,2,5,2,37.437986
6e32df8d,12/15/1600 7:41 AM,4/10/1608 10:50 AM,2,27.946228,69.647918,36.345992,27.298018,53.473420,2,2,,2,1,1,90,2,3,2,80.625456
6e32dfb2,8/10/1600 6:18 AM,1/11/1607 11:33 AM,2,,18.107803,22.756832,135.833223,2.322209,,4,2,3,1,2,142,2,2,,28.562066
6e32dfc2,11/19/1606 3:29 PM,6/28/1611 1:13 AM,2,21.871506,40.393235,77.440429,181.309504,79.488238,2,,3,2,1,2,120,2,4,1,50.647146
6e32e07e,5/10/1604 1:23 PM,3/21/1610 3:49 AM,2,55.469082,28.018593,87.314996,77.333139,40.464247,2,2,2,2,1,1,132,2,2,2,38.858909
6e32e125,10/26/1605 9:43 AM,8/2/1611 11:40 PM,2,53.193882,48.601153,12.726425,163.702548,23.056714,2,4,3,2,1,1,111,2,4,2,58.821086
6e32e165,7/11/1605 9:32 PM,4/8/1611 9:55 PM,2,91.473545,6.580569,21.559979,82.245773,56.427661,2,4,4,4,1,2,153,2,,1,17.082070
6e32e1a9,8/15/1603 9:14 PM,1/12/1612 5:23 AM,2,44.169048,35.110384,81.534205,174.867238,59.273840,2,4,4,2,1,1,125,2,2,,45.930111
6e32e204,7/18/1603 9:25 PM,4/7/1610 10:24 PM,,34.531246,75.470107,,118.602390,55.698317,1,3,2,2,1,2,85,2,2,1,85.899184
6e32e246,10/21/1603 9:27 PM,12/12/1609 5:40 AM,2,71.251335,48.364510,35.100130,135.420905,24.095955,2,2,4,2,1,2,112,2,3,1,58.750931
6e32e269,10/14/1603 3:26 PM,7/24/1611 11:38 AM,2,37.182930,109.068942,107.400275,148.772432,23.473131,1,2,4,3,1,2,51,2,4,1,119.694600
6e32e2cf,8/2/1606 6:18 PM,2/24/1609 12:26 AM,2,9.318867,60.226576,,28.289320,21.542750,2,3,2,4,1,2,100,3,2,,70.727354
6e32e34c,3/17/1601 12:11 PM,6/24/1611 4:51 PM,2,100.581198,86.178760,138.433054,28.138780,8.728873,2,2,4,,1,1,74,2,5,,96.402057
6e32e3ec,5/26/1601 6:43 AM,8/18/1609 11:25 AM,2,56.771353,50.915199,,18.560938,13.347383,2,3,2,2,1,2,109,3,2,1,61.541699
6e32e432,5/9/1601 9:54 PM,11/13/1609 12:29 PM,2,108.382542,49.776413,44.778853,89.012879,40.026975,1,2,4,3,1,2,110,2,2,1,60.394071
6e32e446,2/20/1604 3:56 AM,11/24/1611 12:39 AM,2,6.006475,18.402389,4.901787,260.371046,44.034896,2,4,3,,1,2,142,2,2,1,29.037319
6e32e48c,7/15/1600 3:36 PM,1/28/1610 5:10 PM,1,63.257493,37.821212,,173.149190,47.187266,2,2,4,4,2,2,122,1,2,1,47.897229
6e32e4cb,3/3/1604 4:33 PM,9/2/1610 12:26 AM,2,13.801650,11.984667,39.369260,,17.417279,2,2,2,2,1,2,148,2,5,,22.648089
6e32e505,12/22/1600 10:33 AM,7/3/1607 4:20 AM,2,29.395823,14.630839,44.934655,96.962337,24.647286,2,4,3,4,1,1,145,2,2,2,24.808955
6e32e50a,12/22/1601 12:15 PM,11/18/1610 10:55 AM,2,11.963812,25.577500,,143.153042,49.273943,2,4,2,2,1,2,134,2,2,1,35.915687
6e32e545,9/10/1605 5:55 PM,10/4/1607 5:53 PM,,,12.736410,37.090363,39.377317,14.116446,2,4,2,4,1,1,147,2,2,2,23.204201
6e32e55f,2/20/1601 11:44 PM,4/27/1607 6:52 AM,2,17.519723,7.620384,63.389062,112.541274,0.014387,,2,2,3,1,2,152,2,2,1,17.642781
6e32e5c7,8/12/1600 11:42 AM,5/3/1609 6:21 AM,2,89.276503,38.788113,95.568105,134.463865,4.352132,,3,3,3,1,2,121,2,4,1,49.249748
6e32e604,12/20/1605 3:44 PM,9/21/1611 12:50 PM,2,40.553864,13.167629,40.828048,46.744057,51.350837,2,3,4,3,1,2,147,3,2,1,24.047361
6e32e648,10/22/1606 3:17 AM,3/26/1608 4:13 PM,1,117.332420,26.106027,3.476616,156.403462,18.657609,2,4,4,3,2,1,134,1,2,,36.458239
6e32e65a,8/5/1606 9:25 AM,10/13/1609 11:20 AM,2,62.829788,9.523525,52.107285,144.201751,48.825431,2,2,2,3,1,2,150,2,2,1,20.386341
6e32e691,7/22/1602 5:56 PM,9/15/1610 5:31 AM,2,57.504206,15.898658,56.988646,41.611529,82.434629,2,4,4,3,1,2,144,2,2,1,26.006187
6e32e6c5,10/23/1603 3:28 AM,8/24/1610 5:34 AM,2,89.907219,108.865418,90.844470,120.626399,26.817486,2,3,3,3,1,2,51,3,2,1,118.943302
6e32e6e8,9/18/1602 4:14 PM,5/17/1611 8:12 AM,2,76.566904,,,37.843033,7.207417,2,4,3,3,1,2,74,2,,1,
6e32e72c,7/3/1600 2:42 AM,2/12/1607 12:19 PM,2,50.126136,33.875881,,89.319495,30.101744,2,2,2,2,1,2,126,3,2,1,44.699726
6e32e75c,8/15/1603 10:21 PM,12/10/1607 8:29 PM,2,90.304101,76.402976,63.181048,37.878546,33.159112,2,4,4,3,1,2,84,3,3,,86.500696
6e32e771,5/6/1603 6:24 PM,10/15/1608 7:31 PM,2,28.807823,10.793032,39.072733,257.255474,20.974999,2,4,3,2,1,2,149,2,2,,21.058709
6e32e7a9,9/16/1601 7:10 PM,2/6/1612 7:11 AM,2,47.585675,27.634018,8.537869,57.631633,30.976409,1,2,3,2,1,2,132,2,,1,37.960576
6e32e7c7,10/13/1606 4:28 AM,7/9/1612 4:31 AM,2,6.663836,7.446722,72.360037,65.116293,52.815935,2,3,3,,1,2,153,2,3,1,18.109474
6e32e7da,5/2/1604 8:56 AM,4/15/1612 5:48 PM,,7.543351,37.972107,,110.090685,30.882864,2,3,4,,1,2,122,2,,1,48.379748
6e32e7e1,4/5/1600 8:20 AM,2/1/1611 1:19 PM,2,32.106169,75.219263,69.418637,180.227995,10.148316,,3,3,3,1,2,85,2,2,1,85.329954
6e32e892,7/9/1603 6:50 PM,7/20/1608 1:50 AM,1,,18.924276,,1.965818,25.213027,1,4,4,4,2,2,141,1,2,1,28.962524
6e32e8fe,3/11/1604 4:25 PM,7/26/1612 10:49 PM,1,84.074106,97.834877,111.015388,167.507432,35.471842,2,2,2,4,2,2,62,1,5,1,108.454926
6e32e911,5/22/1602 9:41 AM,1/23/1611 3:24 PM,2,39.261504,56.787053,52.626324,179.679356,10.321822,2,2,4,2,1,2,103,2,5,1,67.175605
6e32e954,7/1/1602 9:35 AM,10/1/1609 6:24 AM,2,30.213546,22.370024,19.242548,173.825503,14.608053,2,2,,2,1,2,138,2,2,1,33.306536
6e32e969,3/7/1602 9:41 AM,9/24/1608 4:38 PM,2,,3.135677,,171.029652,3.779604,,4,,2,1,2,157,3,3,1,13.771191
6e32e9a0,3/2/1603 3:48 PM,2/4/1611 3:34 PM,2,28.366667,20.127897,,126.902785,45.122487,2,3,3,4,1,2,140,2,2,1,30.842373
6e32e9c3,7/19/1606 3:45 PM,1/11/1609 4:26 PM,2,33.989987,13.410436,105.313106,162.478286,3.157122,1,4,4,3,1,2,147,2,,,23.775880
6e32e9d4,9/28/1605 5:13 AM,9/24/1608 3:49 PM,2,22.965892,75.203370,,56.868596,9.621707,2,3,3,4,1,2,85,2,2,1,85.995940
6e32e9e9,1/5/1604 8:18 AM,5/16/1607 9:10 AM,,9.490510,64.282997,,93.633774,60.236618,2,4,3,,1,2,96,2,5,1,75.151723
6e32e9f8,12/15/1601 1:12 AM,5/9/1609 11:30 AM,2,122.265235,107.146687,37.192381,171.900899,30.956270,1,2,2,2,1,1,53,2,,2,117.454202
6e32ea16,1/3/1601 6:54 PM,6/13/1611 2:55 AM,2,35.403697,90.276856,62.955344,184.632593,1.045601,2,4,3,2,1,2,70,3,5,1,100.340742
6e32ea5e,9/2/1601 2:19 PM,4/3/1612 6:25 AM,2,19.496781,11.861941,122.237763,87.840144,7.094497,2,3,4,2,1,2,148,3,2,1,22.345241
6e32eabd,9/18/1602 2:44 AM,12/28/1607 6:47 AM,2,48.103503,23.387411,,83.156809,60.134623,2,3,4,4,1,2,137,3,3,1,34.000784
6e32eac9,8/17/1606 2:49 AM,3/24/1607 11:32 PM,,59.922225,96.083453,39.354809,44.113743,6.817006,2,4,4,2,1,2,64,2,2,1,107.059885
6e32eb15,5/8/1604 7:33 AM,1/3/1610 8:56 AM,2,72.671337,17.689244,7.563019,81.379460,28.582182,1,3,4,4,1,2,142,3,2,1,28.046371
6e32eb4b,3/9/1606 10:11 PM,8/3/1609 12:36 AM,2,60.357602,20.317718,21.454739,41.260040,6.605637,2,,3,4,1,2,140,2,2,1,31.246670
6e32eb8b,1/25/1600 2:26 PM,10/12/1607 5:22 AM,1,72.594317,25.907640,72.614796,82.920863,4.884645,2,4,4,2,2,2,134,1,5,,36.352568
6e32ebc8,10/11/1605 9:46 AM,12/4/1609 7:50 AM,2,13.569775,63.398108,,65.926448,45.009351,2,3,3,,1,2,97,2,2,1,74.185032
6e32ebec,2/9/1601 8:50 AM,11/27/1609 8:18 AM,2,148.964998,43.456615,0.433200,70.020094,22.591062,2,2,2,2,1,2,117,2,3,1,54.218801
6e32ebfc,4/23/1602 2:28 PM,7/16/1608 1:47 AM,2,107.992183,125.554797,20.805019,57.105791,34.010983,,4,4,4,1,1,34,2,2,,135.922783
6e32ec0a,2/21/1600 6:10 PM,4/6/1609 5:22 PM,2,2.833117,94.328956,,156.673605,16.427407,2,4,4,2,1,2,66,2,5,1,104.828669
6e32ec47,9/7/1601 2:16 AM,12/1/1611 9:47 AM,2,94.226267,8.822097,43.340626,93.817370,38.851191,2,2,3,3,1,1,151,2,,1,19.071448
6e32ec51,8/12/1604 11:38 PM,2/18/1607 10:57 AM,2,57.172889,19.206823,38.135102,,42.781510,2,2,2,2,1,2,141,2,3,1,30.172630
6e32ec93,2/6/1605 8:30 PM,1/12/1607 7:51 AM,1,28.477735,20.102890,52.399189,101.305345,89.514555,2,4,4,3,2,1,140,1,2,2,30.755398
6e32ecd8,2/26/1604 7:56 PM,10/11/1608 4:15 AM,,61.194570,46.724223,50.086905,226.758839,17.377941,2,4,2,3,1,2,113,2,3,1,57.056050
6e32ecfa,12/3/1605 8:11 PM,10/22/1611 12:48 AM,2,6.467203,20.053625,85.617977,210.176114,63.344581,2,3,3,2,1,2,140,2,2,1,30.702727
6e32ed07,1/17/1604 11:11 PM,9/22/1610 3:42 AM,2,60.843769,16.471501,19.772545,4.123976,85.689308,2,2,2,2,1,2,144,2,3,1,26.715506
6e32ed50,11/18/1606 5:52 PM,6/6/1611 9:39 AM,2,43.068692,6.640606,63.625220,105.840174,1.614806,2,2,3,4,1,2,153,3,2,1,16.888208
6e32ed66,9/24/1603 8:41 PM,11/1/1607 6:24 PM,2,45.588205,20.714757,,41.037758,53.745226,2,3,4,4,1,2,139,2,4,,30.971464
6e32ee15,2/11/1600 3:14 PM,6/6/1608 10:50 AM,2,67.176353,107.933993,,64.980540,51.045637,1,2,2,4,1,1,52,2,3,2,118.138400
6e32eec0,8/17/1601 7:39 AM,7/15/1609 1:44 AM,2,65.058540,,48.266588,79.281647,17.695987,2,4,,2,1,2,74,2,4,1,
6e32ef37,9/15/1600 11:23 PM,5/10/1609 2:30 PM,1,93.279030,9.101884,,10.320566,52.998436,2,2,4,2,2,,151,1,5,1,19.592867
6e32f02e,1/3/1603 10:14 AM,9/9/1609 7:18 AM,2,36.413253,100.530373,32.224120,107.209589,12.258545,2,2,4,3,1,,59,3,2,1,111.188387
6e32f057,6/19/1600 11:36 AM,1/28/1608 5:46 PM,2,25.179770,,,184.505737,32.251981,2,,2,3,1,,74,3,3,,
6e32f083,1/9/1604 4:55 AM,12/2/1608 9:52 PM,,,86.948060,77.456809,8.584016,53.610772,2,3,3,2,1,1,73,2,5,2,97.912387
6e32f11f,10/9/1603 5:35 AM,2/24/1607 6:14 PM,1,29.362958,12.167515,122.954872,250.750664,38.154411,1,4,3,2,2,2,148,1,2,1,22.349830
6e32f14e,9/25/1603 11:36 PM,11/27/1609 2:16 AM,,29.775145,125.452287,59.083750,54.693711,2.100067,2,2,3,2,1,2,35,2,2,1,135.820436
6e32f160,6/22/1605 11:43 AM,8/5/1607 1:31 AM,2,69.906585,18.974117,107.546194,49.088005,10.378484,2,4,4,4,1,2,141,2,3,1,29.578088
6e32f1aa,8/16/1602 1:46 AM,1/25/1607 4:39 AM,2,10.641046,51.833143,84.942873,218.974063,39.498923,1,4,3,4,1,2,108,2,4,1,62.311068
6e32f1c1,11/21/1603 4:21 PM,3/26/1609 9:43 AM,,33.634622,9.446942,117.686061,148.837403,4.399384,1,3,4,3,1,1,151,2,3,2,20.260695
6e32f211,12/20/1605 11:56 PM,1/13/1607 6:39 AM,1,21.978996,2.449006,42.914481,264.809317,47.283968,2,2,3,4,2,2,158,1,4,1,12.674544
6e32f26e,11/26/1604 10:40 AM,5/5/1611 9:24 AM,2,94.818344,28.726254,106.128591,5.466140,7.905475,2,2,2,4,1,2,131,2,,1,39.044091
6e32f2d6,8/4/1602 1:16 PM,2/1/1609 1:35 AM,2,22.608177,6.057006,86.446800,215.717783,20.330413,1,4,2,,1,1,154,3,5,2,16.217057
6e32f2ea,7/10/1602 6:57 AM,4/6/1608 12:48 PM,2,80.669814,20.935414,,18.542717,18.861078,2,3,4,,1,2,139,3,5,,31.666898
6e32f324,10/10/1600 2:17 AM,4/3/1612 11:51 AM,2,89.586887,12.641083,26.751549,108.647866,46.800041,2,2,2,3,1,2,147,2,4,,23.594525
6e32f38b,11/19/1606 6:51 PM,4/9/1608 7:50 PM,2,90.159300,110.408737,25.931253,137.653535,38.033978,2,,4,4,1,1,50,2,2,2,121.058589
6e32f3d5,12/16/1606 11:12 PM,12/13/1611 6:15 PM,2,17.075730,5.851222,92.397761,67.543054,29.382249,2,4,2,4,1,1,154,3,2,2,16.822181
6e32f430,4/21/1604 2:48 AM,10/2/1607 8:57 AM,1,7.827522,30.658978,33.757152,112.083989,3.242124,2,4,4,2,2,2,129,1,2,1,41.016337
6e32f450,2/27/1604 11:36 PM,8/22/1608 8:42 PM,2,104.795241,3.230610,99.679364,130.518585,16.266817,2,,2,3,1,2,157,3,2,1,13.343567
6e32f579,4/25/1600 1:36 AM,10/24/1610 2:18 AM,2,,62.046234,120.741661,,38.867459,2,3,2,2,1,2,98,2,2,1,72.884692
6e32f5cd,5/12/1605 4:28 PM,10/18/1611 2:12 AM,2,68.408938,40.920777,0.303793,67.704240,33.594914,,3,2,3,1,2,119,2,5,1,51.415431
6e32f5f8,6/9/1602 8:59 AM,12/11/1607 12:44 AM,2,19.865065,0.162905,100.896741,21.782173,52.632426,,3,4,2,1,2,160,3,5,1,10.454618
6e32f7e7,11/7/1601 7:12 PM,10/9/1608 12:16 PM,2,57.250037,76.991337,58.434014,34.611417,2.842377,2,2,4,3,1,2,83,3,4,1,87.040618
6e32f838,10/24/1602 3:21 PM,8/5/1610 8:10 PM,2,8.980204,97.874009,58.459543,56.387383,25.466683,2,4,4,3,1,1,62,2,2,,108.239946
6e32f842,9/4/1605 6:33 AM,7/23/1608 8:57 AM,2,67.732173,,18.818477,240.530031,1.911247,2,4,4,4,1,2,74,2,,1,
6e32f86d,5/16/1600 2:12 AM,1/23/1612 12:25 PM,2,43.149292,24.730243,14.092983,169.448332,19.793628,,3,4,,1,2,135,2,3,1,35.715266
6e32f8a0,3/25/1605 10:25 PM,1/2/1611 11:59 AM,2,43.483881,8.822218,,143.609480,42.688075,2,,3,4,1,2,151,2,,1,19.248785
6e32f8bd,11/25/1601 2:58 PM,9/3/1612 4:39 AM,2,79.939878,8.435537,60.681115,108.147226,19.329096,2,3,2,,1,2,152,2,2,1,19.251351
6e32f8f3,8/21/1606 8:11 PM,8/12/1610 5:26 AM,2,19.453478,109.842570,8.053540,128.710092,32.477738,2,,2,2,1,2,50,3,2,1,120.145006
6e32f947,12/16/1600 9:40 AM,8/26/1609 4:19 PM,2,12.969892,,,161.680834,29.453276,,4,3,3,1,2,74,2,,1,
6e32fa46,9/3/1603 6:14 AM,10/5/1612 10:52 PM,2,80.466983,17.705380,43.991856,9.939058,11.835986,2,4,4,4,1,2,142,2,,,27.931303
6e32fa4a,6/25/1605 5:53 AM,2/10/1607 5:28 AM,2,25.780223,43.656265,11.397416,164.250259,1.079122,1,2,3,2,1,2,116,2,,1,54.249756
6e32fa6a,1/18/1601 11:40 PM,9/4/1608 4:44 AM,2,17.069095,,40.750395,147.326437,26.493617,2,4,4,3,1,1,74,2,2,2,
6e32fbd3,4/25/1604 2:16 AM,1/26/1612 7:13 AM,1,4.395083,91.372863,10.215558,51.190823,14.098098,2,4,3,4,2,2,69,1,5,1,102.117060
6e32fbf2,12/24/1601 11:59 PM,7/20/1611 8:31 AM,2,13.297336,4.807518,44.562534,160.051633,29.126232,2,2,3,4,1,1,155,2,,,15.262489
6e32fbf9,7/5/1603 2:47 PM,8/20/1611 9:35 PM,1,26.268252,16.889227,28.758444,150.179625,22.689745,1,,3,,2,2,143,1,3,1,27.739944
