House ID,Build Date,Priced Date,Garden Space,Dock,Capital,Royal,Guarding,River,Renovation,Dining Rooms,Bedromms,Bathrooms,Visit,Sorcerer,Blessings,In Front,Location,Holy Tree,Distance from Knight's house
6e32d5a8,11/9/1603 4:38 PM,5/25/1611 5:14 AM,2,24.361361,68.594081,20.206563,92.363117,33.869792,2,2,3,3,1,2,91,2,,1,79.222859
6e32d5de,7/1/1601 4:33 PM,6/28/1609 5:58 AM,2,57.258349,14.666374,61.302586,62.553219,31.638736,1,3,3,2,1,2,145,2,5,,25.398367
6e32d5ef,11/13/1605 4:42 PM,8/21/1611 4:13 AM,2,85.404637,48.289028,20.041980,16.219995,49.325314,2,,3,4,1,1,112,2,2,2,58.774411
6e32d627,10/3/1603 4:21 PM,3/20/1611 1:23 PM,2,17.209788,18.781050,13.836021,36.265100,37.062480,,2,3,3,1,2,141,2,5,1,28.790982
6e32d6a6,9/2/1600 8:14 AM,3/5/1611 3:22 PM,2,26.318196,,86.297346,98.970764,7.841541,,3,,4,1,2,74,3,2,1,
6e32d705,1/1/1604 6:47 AM,2/16/1611 12:38 AM,2,82.655888,46.291368,80.069670,72.876644,40.494376,2,3,3,3,1,2,114,2,4,1,56.968637
6e32d71e,12/20/1602 4:32 PM,12/13/1607 2:59 AM,,36.514822,100.606995,113.595836,36.624516,53.142437,2,4,2,2,1,2,59,3,2,1,111.294304
6e32d729,7/6/1603 10:40 PM,11/12/1609 3:26 PM,2,47.530330,103.855869,34.554811,12.718469,44.356093,2,4,2,2,1,1,56,2,3,2,114.065355
6e32d79a,5/25/1606 9:58 PM,2/13/1607 1:40 AM,,31.743296,119.317185,84.229928,252.637036,30.144517,2,3,4,,1,1,41,3,4,2,130.125104
6e32d808,1/14/1606 8:23 PM,7/7/1609 9:23 PM,,43.734341,40.873042,1.524134,48.448621,74.861071,2,3,2,2,1,2,119,2,2,,51.051728
6e32d836,1/11/1600 4:44 AM,6/3/1611 12:45 PM,2,41.659266,3.637306,45.622296,90.045786,28.004012,2,3,4,4,1,1,156,2,2,2,14.262152
6e32d850,11/24/1603 6:35 AM,4/25/1610 10:17 PM,,22.238878,12.951220,19.056693,252.391831,13.448648,2,3,2,3,1,2,147,2,,,23.352763
6e32d858,4/1/1606 1:43 PM,6/6/1608 4:46 AM,2,19.806862,107.904873,4.669001,182.758409,52.959797,2,4,4,2,1,2,52,2,2,1,118.370562
6e32d891,9/24/1602 4:26 AM,2/28/1607 7:24 PM,1,74.079244,48.758460,4.777751,14.541960,61.027906,2,2,3,4,2,2,111,1,,1,58.890077
6e32d914,10/23/1605 5:27 PM,4/26/1608 11:54 AM,2,57.500359,68.982973,59.640413,145.998951,13.369617,2,2,4,3,1,2,91,3,,,79.204046
6e32d93c,1/12/1602 10:19 PM,8/14/1612 10:58 AM,2,113.632680,56.851877,9.945271,153.116577,10.380887,1,2,4,3,1,2,103,3,5,,67.407067
6e32d953,7/17/1605 10:48 PM,6/6/1607 10:33 PM,2,25.060538,120.715144,15.005485,26.605171,57.145409,1,3,4,,1,2,39,2,4,1,131.116823
6e32d9b5,1/24/1602 12:17 AM,6/5/1612 6:34 AM,2,34.480937,14.507847,3.799253,1.691490,29.941763,2,2,4,2,1,2,145,2,5,,25.143750
6e32d9ca,5/17/1606 12:26 PM,11/7/1609 8:37 AM,2,28.737742,85.457640,44.802383,97.579449,24.712872,2,4,2,3,1,,75,3,2,1,96.217064
6e32d9e8,5/27/1604 5:22 PM,9/18/1612 5:16 AM,2,95.489929,89.513202,30.441349,,16.036615,1,3,4,4,1,2,70,2,5,1,100.454732
6e32daa4,4/12/1604 2:51 PM,12/9/1611 11:21 PM,2,13.879128,103.272325,127.282674,158.127761,30.928029,1,3,4,3,1,,57,2,2,,113.510467
6e32dadb,6/5/1602 5:33 AM,12/3/1608 2:57 AM,2,4.237293,51.052954,82.038345,100.134719,65.919749,2,3,2,4,1,2,109,2,2,,61.925267
6e32db59,1/2/1603 7:55 AM,7/3/1609 1:19 AM,2,28.618229,61.201494,27.603771,13.005255,21.680928,2,2,,3,1,2,99,2,2,1,71.422215
6e32db71,11/25/1604 2:48 AM,10/5/1611 8:14 PM,2,14.624953,,90.993289,38.272429,37.970662,2,2,4,,1,2,74,2,5,1,
6e32db8f,5/3/1604 7:50 PM,7/26/1611 11:42 PM,2,26.913286,2.905472,36.883123,158.013729,39.850560,2,2,2,3,1,2,157,3,2,,13.733437
6e32dba6,2/13/1605 12:22 PM,12/11/1608 10:21 AM,2,107.393365,73.377823,61.591784,205.850754,22.690223,2,4,3,2,1,1,87,2,2,,84.007614
6e32dbea,9/19/1604 1:51 AM,11/10/1608 9:49 PM,,126.198804,44.685219,27.914325,11.096882,22.390317,1,4,2,3,1,2,115,3,4,1,55.111914
6e32dc50,5/4/1604 11:27 AM,5/19/1607 2:46 PM,2,,10.404405,46.459424,94.773402,5.184913,2,,3,3,1,,150,3,2,1,20.921060
6e32dc6b,9/8/1603 6:18 PM,2/14/1610 6:16 AM,1,28.144771,29.869674,23.194199,53.735919,73.622662,2,2,2,3,2,2,130,1,2,,40.862586
6e32dcbc,5/26/1602 10:40 PM,8/26/1608 8:24 AM,1,97.657699,6.557184,50.506923,144.312008,25.778041,2,2,4,4,2,2,153,1,,1,17.434417
6e32dcd0,7/13/1602 4:49 AM,6/20/1607 10:22 PM,2,68.273956,0.008120,,43.002764,70.056046,2,4,4,2,1,2,160,3,,1,10.691487
6e32dce1,3/15/1606 6:53 AM,8/20/1610 4:12 AM,2,,3.861023,46.860011,86.812786,32.742269,2,2,4,3,1,2,156,2,3,1,14.120583
6e32dcf0,3/20/1604 7:22 AM,6/19/1610 8:26 AM,2,33.152560,63.687014,39.878583,53.646238,29.862699,2,2,3,2,1,2,96,3,2,1,74.482184
6e32dd51,11/23/1605 11:10 PM,6/24/1611 4:14 PM,1,5.859934,21.584726,17.091147,129.759845,40.202565,1,2,4,4,2,2,138,1,2,,32.265689
6e32dd57,5/13/1604 6:22 AM,3/16/1609 6:59 PM,,,113.351722,57.864371,130.733927,4.233082,1,4,4,,1,,47,2,4,1,124.173433
6e32ddbd,3/11/1600 4:17 PM,9/28/1612 2:55 PM,2,14.320595,7.700838,81.258760,105.909360,24.141267,2,4,3,3,1,2,152,2,3,1,18.136966
6e32ddc1,10/28/1604 6:47 PM,3/16/1609 1:37 PM,,29.272683,20.344006,62.789130,42.158823,55.115508,1,3,2,3,1,2,140,2,5,1,30.357893
6e32de83,8/3/1600 4:37 PM,2/26/1609 6:50 PM,,32.187374,34.552130,29.920164,120.510158,14.502300,1,2,4,4,1,2,125,2,2,1,44.738168
6e32de94,4/26/1603 5:26 AM,10/14/1609 9:46 PM,2,6.781630,123.973610,47.817759,123.911689,73.416470,2,3,4,4,1,2,36,2,2,1,134.960733
6e32deb1,10/12/1606 8:34 AM,11/3/1610 10:57 PM,2,63.913770,17.642454,139.001510,30.155501,1.562852,2,2,2,3,1,2,142,2,3,1,28.572572
6e32df30,10/16/1600 4:12 PM,1/15/1608 5:24 AM,2,46.786154,49.979025,80.288974,167.957437,51.321664,2,2,4,4,1,2,110,2,3,1,60.602278
6e32df9f,9/20/1600 7:15 AM,8/3/1610 7:42 AM,2,77.665621,45.628078,,62.154214,26.349356,2,3,3,2,1,2,114,2,5,1,55.650357
6e32e01c,8/17/1605 8:26 PM,2/1/1612 3:21 PM,,13.514857,83.929797,74.181776,72.018876,31.031358,2,4,3,2,1,2,76,2,2,1,94.155858
6e32e022,4/8/1601 12:25 AM,9/24/1610 3:28 AM,2,29.647863,30.034488,60.716127,126.983052,16.359985,2,2,3,4,1,2,130,2,2,1,40.504712
6e32e02a,8/10/1604 3:24 AM,7/21/1607 2:37 PM,2,13.500448,1.969512,,4.797257,53.912894,1,,3,3,1,2,158,3,5,1,12.079238
6e32e062,11/3/1605 4:46 AM,10/18/1609 9:24 PM,2,109.814151,38.985413,4.854114,93.080685,11.244399,2,3,3,3,1,2,121,2,5,1,49.319274
6e32e08d,5/3/1601 12:13 AM,10/4/1607 12:40 AM,2,,25.280066,63.439255,169.158576,9.883678,2,,3,2,1,2,135,2,2,1,36.128983
6e32e14d,6/4/1604 8:53 PM,5/25/1611 5:36 PM,2,45.961507,92.236141,39.671988,48.834817,3.895733,2,,4,2,1,1,68,2,4,,102.446280
6e32e15a,2/13/1605 4:56 AM,9/23/1610 2:47 PM,2,18.421931,101.885752,12.811613,55.194634,28.384256,2,2,3,2,1,2,58,2,3,1,112.469522
6e32e171,8/16/1606 5:47 AM,3/3/1609 4:19 PM,2,47.067253,19.045928,145.120489,37.736950,58.018511,2,2,4,4,1,2,141,2,2,1,29.192592
6e32e19a,12/15/1605 4:31 PM,9/27/1608 6:59 PM,2,,,,70.553381,49.515490,2,4,3,4,1,,74,2,2,1,
6e32e1b0,10/4/1604 12:44 PM,1/12/1608 2:56 AM,2,68.093833,60.412885,80.905601,192.619706,25.573086,1,,2,4,1,2,100,3,2,,70.723129
6e32e1dc,10/24/1603 12:51 AM,8/17/1612 8:38 AM,2,107.245983,111.021831,58.258773,22.586796,13.785790,1,4,4,3,1,2,49,3,2,1,121.427460
6e32e1e8,9/16/1605 10:26 PM,11/4/1607 5:55 AM,2,3.163575,99.059962,,6.552059,17.150995,2,3,3,2,1,2,61,3,2,1,109.108179
6e32e20c,9/9/1600 1:55 AM,2/15/1609 2:53 PM,2,37.124216,27.295106,,46.923845,12.996556,,2,2,4,1,1,133,2,4,2,37.336161
6e32e271,6/20/1603 10:31 AM,3/1/1610 2:45 PM,2,8.950740,24.305588,86.539384,166.385380,31.257970,1,2,4,3,1,2,136,2,3,1,35.088261
6e32e345,2/27/1605 2:19 PM,9/11/1609 1:38 PM,1,127.888176,21.498892,10.549498,72.951432,8.473812,2,2,2,4,2,2,139,1,2,1,32.302041
6e32e375,11/1/1604 9:13 PM,1/23/1608 9:29 AM,2,68.654327,3.069709,18.988708,135.631981,61.608070,2,4,4,2,1,2,157,2,3,,13.073048
6e32e37e,6/15/1606 1:55 PM,11/9/1608 1:20 PM,2,90.059269,1.789006,36.782362,48.823475,61.374416,2,3,3,4,1,2,158,2,2,,12.509052
6e32e3b0,4/6/1602 1:47 AM,6/6/1611 5:11 AM,1,,14.350000,22.187942,12.734569,70.298944,2,3,3,4,2,2,146,1,4,1,24.763178
6e32e3c6,10/22/1602 5:21 AM,2/15/1610 7:21 PM,2,6.275707,13.556014,9.308876,112.189214,2.668282,2,,4,2,1,2,146,3,5,1,23.973818
6e32e3f2,7/14/1605 7:25 AM,9/15/1610 9:42 PM,2,,114.612563,0.011985,44.598537,31.364224,2,3,2,2,1,2,45,3,3,1,124.925489
6e32e3f6,10/3/1604 4:16 PM,7/16/1611 8:32 AM,2,18.346603,80.765741,4.105487,,17.188755,2,4,3,,1,2,79,2,3,1,91.334531
6e32e400,9/4/1604 9:17 AM,6/19/1612 1:54 AM,1,,1.831925,40.022647,184.757676,24.177319,1,3,4,2,2,2,158,1,2,1,11.878262
6e32e40d,5/3/1603 8:15 AM,7/28/1612 10:57 AM,2,41.382032,11.869236,,6.103311,44.104566,2,4,3,4,1,2,148,2,2,1,21.942868
6e32e475,7/5/1605 7:40 AM,11/1/1610 4:36 AM,2,,12.679562,1.355570,130.539280,30.043336,2,4,4,4,1,2,147,3,2,1,22.854636
6e32e496,9/1/1601 11:21 AM,8/6/1612 9:55 AM,2,31.870537,79.368951,56.712618,278.226072,38.315857,2,3,3,3,1,,81,3,4,1,89.774145
6e32e4c1,8/12/1604 6:16 AM,12/16/1611 11:34 PM,2,38.081226,52.138133,,108.527474,49.110013,2,4,2,4,1,2,108,2,5,,62.671730
6e32e51b,6/17/1606 11:31 PM,8/10/1611 7:58 AM,2,6.866035,68.764394,5.420334,5.976948,39.154024,2,2,2,3,1,1,91,2,2,2,78.981664
6e32e524,6/27/1605 3:41 AM,4/15/1609 8:58 PM,2,34.085146,75.936367,,34.124115,37.955000,2,,2,3,1,1,84,3,2,2,86.749930
6e32e555,9/22/1602 7:30 PM,8/15/1611 11:27 PM,2,41.272655,18.260144,38.750879,83.343453,4.520715,2,4,2,4,1,2,142,2,2,1,28.670127
6e32e5a3,10/10/1600 10:30 PM,11/8/1608 12:23 AM,1,26.695205,2.676968,,93.619314,61.859444,,3,3,3,2,2,157,1,2,1,12.703118
6e32e5a7,3/13/1602 6:37 AM,2/12/1609 6:39 PM,2,31.057729,19.406399,111.221232,4.646468,35.430447,1,3,3,3,1,1,141,2,4,2,29.495845
6e32e5f0,5/8/1602 12:44 AM,12/22/1612 10:16 PM,1,43.241615,27.584894,32.106572,44.311949,50.207092,2,2,2,2,2,2,132,1,2,1,37.676682
6e32e660,11/14/1602 9:42 AM,4/11/1608 4:12 AM,2,38.790188,137.465105,1.756236,121.010258,61.245391,2,,3,4,1,2,23,2,,1,148.151878
6e32e671,10/21/1602 4:27 PM,11/15/1607 12:55 AM,2,11.909697,1.228665,2.458203,30.381458,37.427886,2,4,3,4,1,2,159,2,4,1,11.314570
6e32e695,3/11/1601 3:28 PM,8/15/1609 11:51 AM,2,16.663634,1.848337,107.351903,60.247048,10.972538,2,3,2,4,1,2,158,2,2,1,12.197685
6e32e6fe,5/3/1602 5:18 PM,12/23/1609 7:50 AM,2,109.880108,64.853853,,102.292100,27.194380,2,2,4,4,1,2,95,2,2,,75.547951
6e32e745,10/9/1602 4:38 AM,7/1/1610 4:12 PM,2,,54.570861,109.828404,15.431658,17.776557,2,4,3,4,1,2,105,2,3,1,65.018150
6e32e74b,1/18/1600 1:46 PM,2/21/1611 6:32 PM,2,85.057736,8.933739,,40.135968,37.256788,,,2,4,1,2,151,2,3,,18.992702
6e32e750,3/16/1604 1:52 PM,4/25/1610 2:10 PM,1,46.785389,6.292823,3.363888,9.828005,28.335733,2,3,3,3,2,2,154,1,4,1,16.957399
6e32e756,9/5/1606 2:15 AM,8/20/1610 12:26 AM,2,71.325939,48.583364,17.175981,157.918768,16.999592,1,3,4,3,1,1,111,2,2,1,58.823464
6e32e758,1/1/1605 7:39 AM,3/25/1612 7:34 AM,2,56.110512,15.032807,71.519636,8.197849,12.713201,2,2,2,4,1,1,145,2,2,,25.302348
6e32e774,7/19/1602 12:58 AM,7/23/1612 6:41 PM,2,40.289457,83.015857,116.034105,20.150373,13.969210,1,3,4,2,1,2,77,2,2,1,93.370751
6e32e7a1,11/12/1601 8:14 PM,8/13/1612 4:45 AM,1,31.728678,10.128275,34.147952,42.832100,16.628340,,2,3,2,2,2,150,1,5,1,21.089809
6e32e838,4/17/1600 2:31 AM,2/3/1611 11:14 PM,,2.339092,32.970482,13.512816,48.180015,20.305003,1,3,3,3,1,1,127,2,5,2,43.863942
6e32e84b,9/6/1600 5:41 PM,1/21/1609 8:28 AM,1,110.371934,37.845465,33.464308,100.253929,3.102548,2,,4,2,2,2,122,1,2,1,47.915569
6e32e885,8/28/1604 7:12 AM,11/19/1611 1:58 PM,2,49.421279,48.376029,53.798577,48.356431,62.456616,,3,2,3,1,2,112,2,5,,58.529380
6e32e898,7/20/1602 1:30 PM,3/15/1611 7:46 AM,2,29.768981,147.484607,131.170961,25.256440,39.970166,,2,,2,1,1,13,2,2,,158.163843
6e32e8f8,7/19/1601 4:46 PM,8/1/1610 10:48 AM,1,74.130376,24.322988,56.141706,82.552683,8.243317,1,4,3,2,2,2,136,1,2,,34.511401
6e32e92d,4/11/1606 1:42 PM,8/6/1608 1:28 AM,1,152.415458,59.368820,77.340389,26.032975,6.004594,2,4,4,,2,2,101,1,2,1,69.431645
6e32e94e,9/4/1600 1:59 PM,7/24/1607 5:51 AM,,137.759550,16.037640,,29.008512,18.856980,,3,4,,1,2,144,2,2,1,26.740270
6e32e977,8/24/1601 2:57 AM,10/26/1611 12:14 AM,2,11.503464,72.136943,25.254613,95.074202,2.327630,2,4,4,2,1,2,88,3,5,1,82.325062
6e32e9ca,11/17/1605 8:50 PM,9/10/1609 12:27 PM,2,95.130240,22.664491,18.685590,145.745204,33.300673,2,2,2,4,1,2,137,2,,1,33.113791
6e32ea1f,7/16/1605 6:54 PM,7/16/1611 11:33 AM,2,23.957450,17.486495,96.779001,68.965491,34.688934,2,2,4,3,1,2,143,2,5,1,27.742675
6e32ea4c,9/22/1604 8:38 PM,11/8/1612 3:25 PM,2,50.787026,72.203239,111.436244,251.723528,42.790626,2,3,3,,1,2,88,2,2,1,83.053644
6e32ea89,11/9/1601 7:37 AM,2/18/1607 2:12 AM,2,41.313047,3.558814,86.613864,164.915893,85.095993,2,2,3,3,1,2,156,2,2,1,13.842889
6e32eb05,11/21/1602 12:48 PM,5/10/1611 2:31 PM,2,105.939839,46.960182,12.052823,146.673807,61.478649,,,2,2,1,2,113,2,2,,57.909489
6e32eb08,4/20/1600 8:41 PM,6/28/1612 10:17 AM,2,77.584776,5.837624,1.665891,3.154798,3.022114,1,2,2,2,1,2,154,2,4,,16.037825
6e32eb30,11/25/1604 3:26 PM,10/15/1612 3:12 PM,2,109.646890,20.549194,21.054446,90.451115,18.279672,2,4,3,3,1,2,139,3,,1,30.758963
6e32eb3e,10/6/1601 4:22 PM,6/13/1611 12:48 AM,,,9.643838,64.163320,92.848562,50.666586,2,2,4,3,1,2,150,2,2,1,20.327780
6e32eb5b,7/2/1602 9:42 AM,6/25/1607 10:17 AM,2,,37.648907,29.999177,152.016107,48.220634,2,4,2,2,1,1,122,3,2,2,48.374638
6e32eb70,4/7/1604 9:52 AM,5/10/1610 6:28 AM,2,41.168260,137.734170,,5.777490,47.604916,2,3,3,,1,2,22,2,5,1,148.010022
6e32eb89,9/28/1602 10:14 PM,4/19/1612 5:59 PM,1,16.081251,,3.836186,135.078800,59.463430,2,2,3,4,2,2,74,1,3,1,
6e32eb8d,1/21/1605 5:17 PM,5/28/1609 10:34 PM,2,20.658636,,55.492819,93.549254,1.491784,2,3,2,2,1,2,74,3,5,1,
6e32ec1c,10/15/1605 4:34 PM,10/16/1609 6:47 PM,2,35.207061,22.711819,25.930542,217.289126,43.812306,2,3,4,4,1,1,137,2,3,2,32.726330
6e32ec30,3/27/1604 11:48 PM,1/23/1608 3:11 PM,2,1.271775,23.558384,10.055936,85.260418,19.300859,2,2,3,3,1,2,136,3,3,1,34.031438
6e32ec76,1/26/1605 2:28 PM,6/9/1610 9:58 PM,2,11.249541,29.909557,31.679957,201.623173,35.840140,2,4,3,4,1,1,130,2,2,2,40.109323
6e32ec88,1/12/1606 7:45 AM,6/26/1610 11:30 AM,,50.795930,40.438834,60.471453,125.595608,60.352854,1,,2,2,1,2,120,2,5,,51.324766
6e32ece2,7/11/1600 2:11 AM,11/11/1610 5:17 PM,2,5.718263,30.418013,,155.501008,21.852234,1,3,4,2,1,,130,2,3,1,41.068641
6e32ed15,11/28/1603 9:50 AM,5/18/1612 3:21 AM,2,55.274933,0.417090,115.216723,95.670021,26.767096,2,2,3,2,1,1,160,2,2,2,10.458469
6e32ed38,10/23/1606 3:21 AM,10/1/1610 7:56 AM,2,,19.626394,15.877526,65.508025,11.279376,1,2,3,4,1,2,140,3,2,,30.561000
6e32ed9d,10/18/1604 7:22 AM,11/15/1607 7:38 PM,2,129.458560,4.430929,16.456254,175.719578,2.248282,2,2,3,4,1,2,156,3,5,1,14.750833
6e32ee05,6/25/1606 2:57 AM,6/17/1612 12:34 PM,2,59.894356,19.997347,74.250581,183.252972,59.200151,2,2,3,4,1,2,140,2,5,1,30.292171
6e32ee34,8/22/1605 11:56 PM,5/17/1609 9:47 AM,2,95.853911,18.842147,63.198584,146.507361,66.349125,2,3,2,,1,2,141,2,5,1,29.534137
6e32ee48,9/21/1601 7:11 PM,10/24/1607 5:51 PM,2,45.415719,,68.710858,170.497318,35.661769,,3,4,3,1,2,74,2,2,1,
6e32ef0d,8/7/1600 1:34 PM,11/15/1612 4:59 AM,2,9.592319,48.496202,12.120991,8.819008,58.652912,2,2,2,4,1,2,112,3,5,1,58.520884
6e32ef13,11/26/1605 6:19 AM,8/8/1608 8:40 AM,2,96.952074,74.134183,,10.213506,45.887288,2,4,2,,1,1,86,2,5,2,84.791413
6e32ef86,9/17/1606 11:13 PM,12/5/1612 2:14 AM,2,71.878771,109.857416,94.314048,208.889597,12.260065,1,2,3,3,1,2,50,2,3,1,119.870520
6e32ef98,4/23/1602 11:13 AM,9/26/1607 1:39 PM,2,93.455418,3.413215,,6.748358,2.576169,2,3,4,2,1,2,157,2,5,1,14.362790
6e32ef9c,1/20/1605 1:26 AM,7/16/1611 7:56 AM,2,76.941306,67.920447,32.149458,52.727106,8.546828,2,2,3,2,1,2,92,2,2,1,78.363198
6e32f01c,11/16/1601 1:45 AM,11/2/1610 3:28 AM,2,28.991073,114.550752,36.321566,16.511844,58.136106,2,,4,3,1,2,45,3,5,1,125.228406
6e32f034,1/7/1600 11:27 PM,9/16/1612 9:58 AM,2,61.110648,3.423148,4.819659,14.624841,15.346614,1,3,2,4,1,2,157,2,2,1,13.992831
6e32f158,6/15/1605 12:59 AM,9/17/1612 2:52 AM,2,79.655753,76.217180,,223.939024,25.064507,1,2,3,2,1,2,84,2,2,1,86.614056
6e32f179,11/3/1600 4:48 PM,10/16/1612 6:58 PM,2,80.898834,13.468550,35.914311,,25.414278,1,2,3,2,1,2,147,2,5,1,23.703468
6e32f18a,12/19/1604 9:41 PM,7/10/1610 1:41 PM,2,8.882348,60.818098,1.859871,122.871429,59.781278,2,3,3,2,1,2,99,2,3,1,70.894482
6e32f192,11/28/1605 1:54 AM,6/13/1612 9:42 PM,,26.468226,16.568566,88.597670,19.151005,38.628382,2,4,2,2,1,2,143,3,4,1,27.305298
