House ID,Build Date,Priced Date,Garden Space,Dock,Capital,Royal,Guarding,River,Renovation,Dining Rooms,Bedromms,Bathrooms,Visit,Sorcerer,Blessings,In Front,Location,Holy Tree,Distance from Knight's house,Builder,Golden Grains
6e32f9f8,2/4/1604 7:14 AM,11/24/1609 6:14 AM,,14.929123,120.599274,35.675847,147.695075,48.747467,2.0,3.0,2.0,2.0,1,2.0,39,3,2.0,1.0,131.323424,4,1003212
6e32fa04,4/17/1606 4:48 PM,7/10/1609 7:51 PM,2.0,50.830193,,28.364218,17.301641,19.797764,2.0,2.0,4.0,3.0,1,,74,3,2.0,1.0,,4,1439133
6e32fa08,5/15/1604 10:53 AM,8/18/1610 4:11 AM,2.0,135.16573200000002,43.033714,6.789061,88.15122,4.0651980000000005,2.0,3.0,,2.0,1,2.0,117,2,3.0,1.0,53.771432999999995,4,1254181
6e32fa3f,8/15/1600 12:27 PM,10/12/1607 10:20 PM,,50.629337,149.71504299999998,11.759883,,40.722004999999996,2.0,2.0,4.0,2.0,1,2.0,10,2,2.0,1.0,160.175716,4,892126
6e32fa4c,5/22/1604 7:11 PM,8/8/1612 1:29 AM,,91.109589,19.897510999999998,44.967732,175.594584,25.631944,2.0,2.0,2.0,2.0,1,,140,2,3.0,1.0,30.264059000000003,4,1243393
6e32fa50,12/2/1604 2:52 AM,1/16/1609 4:43 AM,2.0,5.16739,67.11141500000001,95.04842,113.271084,60.254041,2.0,3.0,2.0,3.0,1,2.0,93,2,5.0,1.0,77.434608,4,1215360
6e32fa5c,2/8/1604 6:32 PM,4/3/1611 12:12 AM,,31.744031,64.674701,52.924338,72.26731,46.197326000000004,2.0,2.0,2.0,3.0,1,2.0,95,2,4.0,1.0,75.551659,4,1143457
6e32fa60,2/15/1605 1:54 PM,2/7/1611 1:21 PM,2.0,,12.401608,140.333653,128.930433,32.342701,2.0,2.0,2.0,4.0,1,2.0,148,2,4.0,1.0,22.87367,4,1283207
6e32fa64,9/3/1604 1:21 AM,5/27/1610 2:43 PM,2.0,15.224798000000002,6.248262,58.860751,19.401518,70.398928,,4.0,3.0,4.0,1,2.0,154,3,3.0,1.0,16.565062,4,1494901
6e32fa7e,3/21/1604 2:22 PM,3/23/1607 7:13 PM,2.0,29.760752,34.506037,45.489004,90.231863,32.612851,2.0,2.0,4.0,3.0,1,2.0,125,3,,1.0,44.773512,4,1457856
6e32fa81,12/12/1601 2:20 PM,6/2/1607 10:56 AM,2.0,9.398102,10.780527000000001,,131.27560400000002,3.685564,2.0,3.0,2.0,4.0,1,1.0,149,2,4.0,2.0,21.032420000000002,4,1444722
6e32fa83,11/21/1603 1:27 PM,8/26/1608 6:19 AM,2.0,5.287339,77.546323,7.542689,12.10036,60.329344999999996,2.0,,3.0,,1,2.0,82,2,3.0,1.0,88.339943,4,1185627
6e32fa96,9/27/1602 8:59 PM,6/11/1609 3:16 PM,2.0,5.678965,18.38573,55.751175,197.618968,55.374023,2.0,2.0,3.0,2.0,1,2.0,142,2,2.0,1.0,29.22543,4,1364096
6e32faa8,5/7/1603 1:18 PM,4/17/1612 4:28 AM,,7.990075,47.281933,19.310717999999998,89.565846,21.610653,2.0,,4.0,3.0,1,2.0,113,2,2.0,1.0,58.157555,4,1352134
6e32fab2,8/4/1602 3:48 AM,3/19/1610 9:55 PM,2.0,52.441446,48.292947999999996,14.068613000000001,6.095639,33.92233,2.0,2.0,3.0,4.0,1,2.0,112,2,2.0,,58.887246,4,1270678
6e32fabc,11/6/1601 12:11 PM,1/26/1609 7:54 AM,,32.73855,110.09189599999999,24.766835,108.092992,27.507053999999997,2.0,4.0,4.0,4.0,1,2.0,50,2,,1.0,120.616106,4,1127638
6e32fabe,12/11/1604 9:52 AM,8/26/1608 4:36 PM,2.0,43.718709000000004,17.677419,19.762809,11.038799000000001,38.300989,2.0,3.0,4.0,2.0,1,2.0,142,2,5.0,1.0,28.666166999999998,4,1590003
6e32fad6,5/13/1606 2:16 AM,3/27/1609 11:34 AM,2.0,40.495665,32.962268,,47.3303,44.272856,2.0,2.0,3.0,3.0,1,2.0,127,2,2.0,,43.097968,4,1340320
6e32fae5,7/18/1602 8:10 AM,11/21/1607 3:30 AM,2.0,40.262204,37.87068,33.930406,204.62136,8.669189999999999,1.0,,4.0,2.0,1,,122,3,2.0,1.0,47.896544,4,1401706
6e32faea,2/16/1604 9:13 PM,6/18/1608 4:40 PM,2.0,13.204642000000002,124.809078,14.259919,225.231533,34.750252,2.0,3.0,4.0,4.0,1,2.0,35,2,3.0,1.0,135.430725,4,996954
6e32faf9,8/25/1604 3:27 PM,4/11/1609 12:43 AM,2.0,120.02393799999999,78.484789,45.7699,96.072631,76.975613,2.0,2.0,2.0,2.0,1,2.0,82,2,2.0,1.0,88.84052700000001,4,1052231
6e32fb03,9/7/1601 9:48 AM,5/10/1608 1:27 PM,2.0,,65.62189000000001,22.409023,182.311619,73.333331,2.0,3.0,3.0,4.0,1,2.0,94,2,3.0,1.0,76.555053,4,1133199
6e32fb0e,3/22/1601 6:19 AM,10/8/1610 11:38 AM,2.0,24.759459,141.524505,96.792169,100.45468699999999,6.98378,1.0,3.0,3.0,2.0,1,2.0,18,3,2.0,1.0,151.780139,4,887976
6e32fb11,2/8/1601 12:36 AM,4/13/1608 7:26 AM,2.0,69.493841,42.974429,35.165405,143.554046,84.44113,2.0,2.0,4.0,2.0,1,2.0,117,2,2.0,,53.093962,4,1191926
6e32fb1b,4/20/1603 11:13 AM,7/17/1612 5:38 PM,1.0,2.526954,95.52279300000001,17.422045999999998,84.333395,27.337077,2.0,3.0,2.0,4.0,2,2.0,64,1,2.0,1.0,106.05636499999999,4,1093538
6e32fb20,11/15/1603 1:52 PM,9/7/1612 12:49 AM,2.0,,0.582846,9.819772,121.877569,2.024973,,2.0,2.0,4.0,1,2.0,159,3,5.0,1.0,11.162137,4,1559344
6e32fb34,8/9/1605 3:19 PM,2/18/1607 3:52 PM,2.0,83.15220500000001,5.05414,,177.286785,42.790091,2.0,2.0,4.0,,1,2.0,155,3,2.0,1.0,15.113893,4,1520496
6e32fb3d,2/22/1604 1:33 AM,9/25/1610 9:14 AM,1.0,110.18893600000001,28.004672999999997,,61.424932999999996,8.957583,1.0,4.0,4.0,4.0,2,2.0,132,1,2.0,1.0,38.253719,4,1421981
6e32fb4d,7/26/1600 8:39 AM,8/27/1608 4:50 PM,2.0,107.092572,6.741880999999999,,88.93839399999999,46.975682,,4.0,4.0,4.0,1,1.0,153,3,3.0,2.0,17.343015,4,1421340
6e32fb51,7/12/1600 9:46 PM,10/5/1610 4:57 AM,2.0,75.736515,35.131169,75.977602,95.202686,8.074877,2.0,3.0,3.0,2.0,1,2.0,125,2,4.0,1.0,46.100934,4,1259953
6e32fb53,8/24/1605 10:56 AM,7/1/1610 4:25 PM,2.0,64.61715699999999,55.641690000000004,49.382569000000004,126.451975,26.183963000000002,1.0,3.0,3.0,4.0,1,2.0,104,3,,,66.486273,4,1251930
6e32fb55,8/10/1602 12:57 PM,7/26/1609 8:44 PM,2.0,,103.570988,,7.1904,18.223164,2.0,4.0,3.0,4.0,1,2.0,56,2,5.0,1.0,114.56898600000001,4,1178988
6e32fb5a,10/14/1605 12:33 PM,8/2/1607 9:22 AM,2.0,94.420372,30.051509999999997,144.690783,29.120022,21.63429,2.0,,2.0,,1,2.0,130,3,2.0,1.0,40.310058000000005,4,1317908
6e32fb62,9/14/1601 2:44 PM,2/23/1609 1:27 AM,2.0,24.95589,19.099529,30.945384999999998,169.555755,53.549023,,4.0,3.0,2.0,1,2.0,141,3,2.0,1.0,29.129962,4,1455380
6e32fb64,1/21/1600 6:18 PM,4/20/1607 6:36 PM,2.0,69.982327,35.858753,80.15495,92.235801,4.223744,2.0,3.0,3.0,3.0,1,1.0,124,2,3.0,2.0,46.44104,4,1254602
6e32fb81,2/5/1606 8:11 PM,5/7/1610 7:40 PM,2.0,0.8014939999999999,81.530821,22.071587,24.465096,28.2632,2.0,,,2.0,1,2.0,78,2,2.0,1.0,91.70960600000001,4,1218159
6e32fb88,4/21/1600 3:27 PM,11/27/1610 6:49 PM,1.0,23.879227,32.697228,,97.305071,8.005344000000001,2.0,4.0,3.0,4.0,2,1.0,127,1,2.0,,42.867622999999995,4,1288891
6e32fb9a,5/15/1602 3:47 PM,4/7/1607 2:11 AM,2.0,39.976539,0.07627,33.841555,164.49418400000002,60.391965,2.0,3.0,4.0,4.0,1,2.0,160,3,4.0,1.0,10.629994,4,1534143
6e32fba6,3/28/1604 4:41 AM,11/13/1608 8:34 AM,2.0,,0.290076,18.129319,75.998038,73.828164,2.0,2.0,4.0,3.0,1,2.0,160,3,4.0,1.0,10.743982,4,1535606
6e32fbaf,9/1/1604 11:58 AM,6/1/1610 3:56 PM,2.0,31.634179,53.967845,,115.290024,39.072491,2.0,3.0,2.0,4.0,1,1.0,106,2,2.0,,64.41541600000001,4,1182444
6e32fbbf,3/19/1601 3:29 PM,9/16/1611 6:54 AM,2.0,,32.60281,1.395459,129.910779,15.255059,2.0,3.0,2.0,4.0,1,2.0,127,2,,1.0,43.023187,4,1348417
6e32fbc9,9/13/1606 5:16 AM,4/8/1612 4:34 AM,2.0,20.892441,9.873838000000001,44.194546,270.98575,1.879616,2.0,2.0,3.0,3.0,1,,150,2,,1.0,20.307302,4,1448314
6e32fbce,12/2/1606 2:29 AM,3/26/1612 11:11 AM,2.0,82.834065,5.989730000000001,145.896159,147.847507,24.509795,1.0,3.0,2.0,2.0,1,2.0,154,2,,1.0,16.228775,4,1334784
6e32fbe3,10/3/1603 8:48 AM,7/4/1609 2:10 PM,2.0,88.39316099999999,1.8434970000000002,26.015663,254.028034,4.976637,1.0,4.0,2.0,,1,2.0,158,2,2.0,1.0,12.577073,4,1471375
6e32fbe5,11/26/1604 10:47 AM,7/12/1612 6:47 PM,2.0,46.628588,74.165211,15.755770000000002,164.15858400000002,20.478915,2.0,2.0,3.0,4.0,1,2.0,86,3,,1.0,85.00741500000001,4,1212577
6e32fbe8,12/3/1604 7:57 AM,4/4/1611 9:31 PM,2.0,,21.06179,69.491079,67.551016,10.828292999999999,2.0,3.0,3.0,3.0,1,2.0,139,2,,1.0,31.844399,4,1432855
6e32fbf4,6/26/1606 6:43 AM,2/13/1611 9:49 PM,2.0,5.791514,67.469488,4.294201,149.91810800000002,62.12464,2.0,3.0,3.0,,1,2.0,93,2,,1.0,78.09290899999999,4,1268040
6e32fbfb,1/23/1601 8:43 AM,10/19/1611 2:25 PM,,26.718021000000004,21.079696,24.298579999999998,40.111847999999995,26.450874,2.0,4.0,4.0,,1,2.0,139,3,2.0,1.0,31.968224,4,1510423
6e32fc07,7/24/1606 1:15 PM,5/28/1611 4:47 PM,2.0,37.132783,44.500212,42.921896999999994,41.114470000000004,8.157446,1.0,2.0,3.0,3.0,1,2.0,115,2,2.0,1.0,55.291359,4,1370398
6e32fc0c,12/13/1606 9:23 PM,7/18/1612 6:37 AM,2.0,17.956249,9.826402999999999,,226.223998,14.778239000000001,2.0,3.0,4.0,2.0,1,2.0,150,2,,1.0,20.743276,4,1498123
6e32fc30,7/5/1605 7:32 AM,10/16/1607 10:17 AM,2.0,63.352592,29.253821000000002,111.18253899999999,38.210052000000005,91.354056,2.0,4.0,4.0,3.0,1,2.0,131,2,3.0,1.0,40.022059999999996,4,1324542
6e32fc33,12/17/1600 2:41 PM,12/15/1611 7:41 PM,2.0,,69.845396,30.045578999999996,67.17513199999999,2.2717709999999998,2.0,3.0,3.0,3.0,1,2.0,90,3,2.0,,80.686079,4,1186474
6e32fc44,11/28/1603 4:19 AM,10/1/1611 7:53 AM,2.0,78.318508,149.691601,63.044973,201.680211,81.963279,2.0,3.0,4.0,2.0,1,2.0,10,2,4.0,1.0,160.356089,4,735864
6e32fc4c,6/25/1601 5:12 PM,1/22/1609 6:13 AM,2.0,60.522546,35.847933000000005,,123.934076,40.738545,2.0,4.0,4.0,4.0,1,2.0,124,3,2.0,1.0,46.43262,4,1406301
6e32fc51,3/24/1602 12:25 PM,2/9/1610 10:47 AM,2.0,41.650352000000005,65.14980600000001,19.028166,73.787908,15.303341,2.0,,4.0,2.0,1,2.0,95,2,4.0,1.0,75.671747,4,1247376
6e32fc5a,5/1/1605 12:38 PM,12/20/1610 5:11 PM,2.0,65.516525,52.933316000000005,41.330678000000006,150.225593,25.664465,,4.0,2.0,2.0,1,2.0,107,3,,1.0,63.071686,4,1301118
6e32fc63,5/26/1605 3:36 PM,11/1/1609 10:37 PM,2.0,18.219542,4.481974,,64.493213,20.971814000000002,,3.0,2.0,4.0,1,1.0,156,2,5.0,2.0,14.813518,4,1554738
6e32fc71,5/11/1600 1:45 AM,12/1/1611 7:16 PM,2.0,61.369969999999995,13.829879,46.805463,82.12799,18.314370999999998,,2.0,3.0,3.0,1,2.0,146,2,,,23.885317,4,1314774
6e32fc88,1/2/1602 10:49 PM,2/25/1611 7:58 PM,2.0,20.938387,11.051386,,122.317773,66.246309,2.0,3.0,3.0,3.0,1,2.0,149,2,5.0,1.0,21.384131,4,1446750
6e32fc8b,1/10/1606 8:46 PM,3/23/1611 10:18 AM,2.0,86.825677,97.452294,29.534891,157.47536599999998,20.122057,2.0,3.0,2.0,2.0,1,2.0,63,2,5.0,1.0,107.703979,4,1106518
6e32fc8e,6/12/1601 11:25 PM,11/10/1611 10:37 PM,,108.723928,10.665602999999999,93.091125,80.808465,16.844808,1.0,2.0,2.0,3.0,1,2.0,149,3,4.0,1.0,21.212511,4,1296831
6e32fc91,12/3/1603 1:50 AM,10/28/1610 5:57 AM,2.0,32.894994,89.891615,13.440966,116.102698,29.926941999999997,1.0,2.0,3.0,2.0,1,2.0,70,2,5.0,1.0,100.53125,4,1176808
6e32fc97,2/16/1603 7:55 PM,1/2/1607 8:59 AM,2.0,,61.101243999999994,127.18795700000001,122.782322,90.754595,2.0,2.0,4.0,3.0,1,2.0,99,3,2.0,1.0,71.387074,4,1173628
6e32fcca,7/6/1604 8:10 AM,8/26/1610 7:16 AM,2.0,10.036261,,62.062727,125.717786,25.263687,2.0,2.0,3.0,3.0,1,2.0,74,3,2.0,1.0,,4,1324648
6e32fcd4,3/4/1603 7:10 AM,10/15/1608 11:22 AM,2.0,16.247687,10.75382,36.218486999999996,123.65874299999999,22.618276,2.0,3.0,3.0,3.0,1,2.0,149,3,2.0,1.0,21.326728,4,1538094
6e32fcdc,9/22/1603 8:36 AM,5/23/1609 4:13 AM,,102.012586,68.94593,34.305419,114.061297,39.022717,2.0,4.0,3.0,3.0,1,1.0,91,2,,2.0,79.804761,4,1197471
6e32fce2,8/13/1603 6:44 AM,2/1/1610 11:44 AM,2.0,,74.945249,,31.677090000000003,43.923429,,2.0,2.0,4.0,1,2.0,85,3,4.0,1.0,85.32574100000001,4,1153936
6e32fd07,4/4/1603 5:36 PM,12/12/1607 5:56 PM,1.0,89.94929,5.357775,1.442032,1.363691,20.712366,2.0,4.0,4.0,3.0,2,2.0,155,1,2.0,1.0,16.091165,4,1606799
6e32fd0a,1/14/1606 5:19 AM,5/2/1610 4:54 PM,2.0,41.341213,32.758834,56.769954000000006,117.589652,41.01298,2.0,2.0,2.0,4.0,1,2.0,127,2,5.0,1.0,43.252122,4,1368745
6e32fd14,4/21/1600 6:13 PM,7/7/1612 7:49 PM,2.0,26.149488,112.517826,71.840189,233.88490699999997,49.124968,2.0,4.0,4.0,3.0,1,2.0,47,2,2.0,1.0,123.37470800000001,4,943213
6e32fd17,5/21/1602 10:30 PM,11/19/1611 7:26 AM,1.0,4.937255,82.62996700000001,73.475413,137.365858,28.819044,,3.0,3.0,4.0,2,2.0,77,1,2.0,1.0,93.059415,4,1098518
6e32fd1b,6/20/1605 1:23 AM,10/11/1612 2:26 AM,2.0,12.534947,134.622012,49.167472,22.487741,18.340034,2.0,2.0,2.0,,1,2.0,25,2,2.0,1.0,145.447223,4,930165
6e32fd28,8/22/1600 7:16 PM,10/2/1612 5:49 PM,2.0,11.174395,87.628452,1.4675,80.61698,22.99835,2.0,3.0,3.0,4.0,1,2.0,72,2,,1.0,97.637169,4,1157622
6e32fd2b,6/22/1603 2:51 PM,6/26/1608 10:33 AM,2.0,11.465084,21.321807,120.04010500000001,,23.732104,2.0,2.0,2.0,2.0,1,1.0,139,2,5.0,,32.12089,4,1301371
6e32fd2e,10/9/1603 10:19 PM,1/16/1608 2:22 PM,,,65.151652,77.128674,173.14521299999998,30.998692,2.0,3.0,,4.0,1,2.0,95,3,2.0,,75.158608,4,1154905
6e32fd39,4/23/1605 9:31 AM,7/6/1609 3:25 AM,,16.35491,31.920672999999997,,7.5047809999999995,33.790863,2.0,2.0,3.0,4.0,1,2.0,128,2,4.0,1.0,42.31103,4,1402680
6e32fd47,6/24/1600 10:38 AM,1/26/1612 8:25 PM,2.0,68.57146999999999,24.424464999999998,31.101340000000004,48.257576,63.333031999999996,2.0,4.0,4.0,2.0,1,2.0,136,2,3.0,1.0,34.673426,4,1326669
6e32fd7c,12/24/1602 7:53 AM,4/6/1608 12:19 PM,2.0,,18.347317,18.941083,9.027979,12.399403,,3.0,4.0,2.0,1,2.0,142,2,2.0,,28.382688,4,1494267
6e32fd95,4/14/1602 10:48 AM,10/15/1607 1:38 AM,2.0,114.965151,,85.545738,94.261606,45.224472999999996,,3.0,2.0,2.0,1,2.0,74,3,5.0,,,4,1203599
6e32fd9a,4/11/1606 9:40 PM,3/4/1607 12:33 AM,2.0,47.920992,40.00768,40.555772999999995,51.935526,12.825596,2.0,4.0,2.0,3.0,1,2.0,120,2,3.0,1.0,50.137895,4,1391423
6e32fda3,6/4/1600 3:17 AM,7/27/1608 1:29 PM,2.0,5.826429,64.08121700000001,,63.421761,5.4407879999999995,2.0,2.0,3.0,2.0,1,2.0,96,2,3.0,1.0,74.74863,4,1197801
6e32fda9,9/12/1601 12:32 PM,3/17/1607 8:12 AM,2.0,13.755581,24.308326,56.17499399999999,87.503911,33.854161,,3.0,2.0,2.0,1,2.0,136,2,,1.0,34.662618,4,1401756
6e32fdd7,2/22/1606 11:13 PM,1/21/1609 8:14 AM,2.0,78.667527,12.184405,,32.137881,26.179267000000003,2.0,2.0,2.0,2.0,1,1.0,148,2,2.0,2.0,22.885065,4,1430443
6e32fddc,9/25/1605 9:19 PM,11/6/1609 7:31 AM,2.0,30.213159,87.623496,16.911853,145.259843,12.547476,,2.0,2.0,2.0,1,2.0,72,2,2.0,1.0,98.03893000000001,4,1155045
6e32fde9,11/12/1606 10:28 PM,11/16/1611 4:15 PM,2.0,5.744705000000001,43.499049,38.963549,88.78605300000001,1.742372,,4.0,2.0,2.0,1,2.0,117,2,2.0,1.0,53.878668000000005,4,1406305
6e32fe10,7/11/1606 8:46 PM,11/8/1608 11:23 PM,2.0,16.975334,33.936963,27.677412,11.403706,2.01178,2.0,,3.0,4.0,1,2.0,126,3,3.0,1.0,44.190644,4,1470820
6e32fe13,9/15/1605 3:37 AM,10/17/1610 3:40 PM,2.0,20.259746,39.532573,,29.092956,70.640238,2.0,2.0,3.0,2.0,1,1.0,120,2,3.0,2.0,49.937484999999995,4,1255936
6e32fe18,1/6/1606 2:56 AM,6/21/1612 11:26 PM,2.0,40.263614000000004,32.382674,,44.426573,24.153444,,4.0,4.0,3.0,1,2.0,128,2,2.0,1.0,43.231084,4,1458222
6e32fe1e,1/17/1605 10:16 PM,5/24/1608 8:17 AM,2.0,12.487586,34.032315000000004,59.619353000000004,39.882108,4.700615,2.0,,2.0,4.0,1,2.0,126,2,4.0,1.0,44.564747,4,1384320
6e32fe29,12/27/1604 3:24 PM,11/27/1609 5:42 PM,2.0,18.137445,5.774897,48.196855,24.004839,18.432172,1.0,2.0,4.0,4.0,1,1.0,154,2,,2.0,16.224937,4,1551250
6e32fe3e,7/2/1606 2:36 AM,5/21/1607 6:33 AM,2.0,26.694577000000002,13.681965,56.595202,112.527397,14.359195000000001,2.0,4.0,3.0,2.0,1,2.0,146,2,5.0,1.0,24.045720000000003,4,1602585
6e32fe44,7/27/1605 5:19 PM,3/18/1609 9:57 AM,,35.893028,70.345291,59.35818199999999,60.73980699999999,22.577170000000002,2.0,4.0,3.0,3.0,1,2.0,90,3,2.0,1.0,80.733048,4,1321438
6e32fe48,6/20/1606 12:38 AM,10/14/1611 1:29 AM,2.0,46.370253000000005,,103.008965,164.75516299999998,0.125412,2.0,3.0,2.0,4.0,1,1.0,74,2,2.0,1.0,,4,1230897
6e32fe4e,10/12/1601 1:57 AM,5/17/1612 3:58 AM,2.0,15.477442000000002,74.185601,9.800831,109.686178,37.405715,2.0,2.0,2.0,2.0,1,2.0,86,3,4.0,1.0,84.327848,4,1138116
6e32fe57,9/26/1603 12:46 AM,2/13/1607 4:47 AM,2.0,20.031772,20.492092,19.278148,41.733623,14.438189000000001,,3.0,2.0,2.0,1,2.0,140,2,2.0,1.0,31.276351000000002,4,1511851
6e32fe5a,1/20/1606 7:22 AM,4/28/1612 8:52 AM,2.0,,73.278132,11.93465,170.64746200000002,76.038176,2.0,3.0,4.0,,1,2.0,87,2,2.0,1.0,83.66670500000001,4,1197306
6e32fe65,4/20/1602 12:58 AM,12/22/1607 4:30 AM,2.0,81.842047,8.428415,13.567832999999998,64.593112,18.76454,2.0,3.0,3.0,4.0,1,2.0,152,2,,1.0,18.570565,4,1525435
6e32fe69,9/15/1604 2:42 PM,5/15/1612 5:58 AM,1.0,19.247702,44.3307,154.43922,89.75718499999999,9.26067,2.0,3.0,3.0,4.0,2,2.0,116,1,2.0,1.0,54.662271999999994,4,1229970
6e32fe6c,12/19/1604 12:32 PM,3/25/1611 6:51 PM,2.0,9.367343,80.604341,4.288698,239.90675099999999,88.944171,2.0,3.0,3.0,4.0,1,2.0,79,3,2.0,1.0,91.111542,4,1169276
6e32fe6e,8/11/1604 11:39 AM,6/6/1611 6:17 PM,2.0,29.480943,91.401893,9.752947,19.685898,48.037983000000004,2.0,2.0,3.0,4.0,1,2.0,69,2,,1.0,102.143716,4,1158270
6e32fe74,7/23/1602 9:26 AM,7/15/1607 12:40 PM,2.0,27.400997999999998,62.413677,94.178079,,6.413968,1.0,2.0,2.0,,1,2.0,98,2,5.0,,73.394438,4,1180212
6e32fe76,12/8/1603 4:54 AM,11/25/1611 2:37 AM,2.0,26.682851,7.418404,117.85233799999999,67.835387,56.853481,2.0,2.0,3.0,3.0,1,2.0,153,2,,1.0,17.869984,4,1364989
6e32fe82,12/25/1602 3:20 AM,7/13/1610 1:27 AM,2.0,53.463749,72.712408,62.926867,73.261678,39.675476,2.0,3.0,4.0,,1,2.0,87,2,2.0,1.0,83.428525,4,1195385
6e32feb2,7/20/1603 4:34 AM,2/3/1607 9:29 AM,,10.649154,24.181413,26.066055,17.039325,70.578138,1.0,4.0,4.0,4.0,1,2.0,136,2,2.0,1.0,34.304313,4,1538967
6e32febd,6/26/1600 10:31 AM,5/11/1611 12:34 AM,1.0,34.463525,90.935384,23.244843,27.167596999999997,0.238279,2.0,2.0,,3.0,2,2.0,69,1,4.0,1.0,101.46096,4,1055354
6e32fec4,11/28/1602 12:40 PM,9/22/1610 4:16 PM,2.0,2.773734,51.00773,12.756186,72.588084,34.478666,2.0,2.0,3.0,2.0,1,2.0,109,2,,,61.146073,4,1260483
6e32feca,10/7/1605 3:20 AM,7/16/1607 7:45 PM,2.0,46.288675,2.872671,57.227686,71.854425,71.818965,2.0,3.0,2.0,3.0,1,2.0,157,2,,,13.662667,4,1427413
6e32fedd,5/2/1603 9:17 PM,1/26/1608 2:19 PM,2.0,63.840161,9.868414,,105.014549,48.366591,2.0,3.0,4.0,2.0,1,2.0,150,2,3.0,1.0,19.919754,4,1430020
6e32fee1,6/8/1605 5:26 PM,1/18/1608 2:51 AM,2.0,81.90210400000001,79.877318,41.153369,,66.349251,,4.0,4.0,2.0,1,2.0,80,2,2.0,1.0,90.142842,4,1219548
6e32fee4,8/10/1602 3:21 PM,7/1/1612 10:34 PM,2.0,19.39251,5.814353,94.136499,107.718593,18.892247,1.0,4.0,,3.0,1,2.0,154,2,5.0,1.0,15.851968,4,1462204
6e32feee,12/14/1604 5:46 PM,8/20/1609 9:23 AM,2.0,85.405078,42.805229,18.745659,129.08052,56.844761,2.0,,3.0,3.0,1,1.0,117,2,2.0,2.0,53.695254000000006,4,1274059
6e32fefc,1/24/1600 9:59 PM,6/23/1611 8:47 AM,2.0,80.019973,37.278534,72.279156,40.835471000000005,24.96957,2.0,3.0,2.0,4.0,1,2.0,123,2,,,48.10911,4,1185446
6e32ff02,1/9/1601 7:50 PM,12/12/1608 3:54 AM,2.0,9.213241,43.74969,21.844373,60.147102000000004,20.339204000000002,2.0,3.0,3.0,2.0,1,2.0,116,2,5.0,,54.659082999999995,4,1360453
6e32ff11,7/21/1603 11:16 AM,6/6/1608 3:54 PM,1.0,92.332523,38.464591999999996,16.704446,93.41425600000001,81.44912099999999,2.0,3.0,3.0,4.0,2,2.0,122,1,5.0,1.0,48.880926,4,1347490
6e32ff16,6/16/1601 9:26 AM,4/7/1607 1:47 AM,2.0,32.101911,37.61375,62.13824,55.26339300000001,28.498110999999998,2.0,2.0,2.0,4.0,1,2.0,122,2,2.0,1.0,48.110029,4,1321138
6e32ff1b,7/10/1602 9:55 AM,8/1/1607 10:16 AM,2.0,77.673487,76.735817,48.453613,4.26675,47.975041,2.0,4.0,3.0,4.0,1,2.0,83,2,,1.0,87.128881,4,1225956
6e32ff1d,9/11/1604 11:15 PM,2/28/1612 7:50 PM,,71.133853,,43.664758,43.234289000000004,82.975049,2.0,4.0,2.0,3.0,1,2.0,74,2,4.0,1.0,,4,1217518
6e32ff2d,2/18/1604 7:13 AM,11/5/1608 8:28 AM,2.0,,64.691152,117.978699,49.169668,15.105148000000002,2.0,2.0,2.0,4.0,1,2.0,95,3,2.0,,75.25923900000001,4,1141153
6e32ff3c,4/7/1606 9:18 PM,5/26/1611 8:42 AM,2.0,,15.942789000000001,21.854237,25.747482,45.419393,2.0,2.0,4.0,4.0,1,2.0,144,3,5.0,1.0,26.56007,4,1577544
6e32ff3e,12/14/1606 1:44 PM,11/23/1610 2:27 PM,2.0,1.155157,9.449933,2.180497,81.460176,30.687094000000002,2.0,4.0,3.0,3.0,1,2.0,151,2,,,20.294366,4,1551547
6e32ff46,11/3/1601 3:16 AM,11/4/1608 10:48 AM,2.0,5.400128,9.973332000000001,10.03607,68.02615,5.273352,,4.0,2.0,4.0,1,2.0,150,3,4.0,1.0,20.330535,4,1564964
6e32ff4a,6/3/1605 11:50 PM,5/19/1608 9:55 AM,2.0,7.470352,26.162107000000002,80.053004,,21.977017,2.0,2.0,2.0,3.0,1,2.0,134,2,3.0,,36.342324,4,1277335
6e32ff51,7/18/1600 7:59 AM,4/14/1610 8:14 PM,2.0,66.77377800000001,30.596778000000004,,85.739902,34.195521,2.0,4.0,3.0,2.0,1,2.0,129,2,2.0,1.0,41.590422,4,1347614
6e32ff53,6/19/1600 12:24 PM,9/6/1609 3:12 PM,2.0,68.07271300000001,57.27779,10.201545,141.976151,8.419079,1.0,2.0,4.0,2.0,1,2.0,103,2,3.0,,67.392112,4,1152920
6e32ff5f,10/1/1604 6:26 AM,3/12/1609 2:46 PM,1.0,8.619544,32.27447,3.793243,,29.879109999999997,2.0,4.0,3.0,3.0,2,2.0,128,1,,1.0,42.930572999999995,4,1475185
6e32ff7d,6/16/1605 2:24 PM,11/26/1609 8:13 PM,2.0,65.942524,12.070053999999999,13.507062,252.87586299999998,12.404321000000001,2.0,2.0,2.0,2.0,1,2.0,148,2,4.0,1.0,22.070443,4,1388102
6e32ff86,1/2/1606 11:46 PM,6/17/1610 12:55 PM,1.0,11.801387,22.781945,38.905598,153.438107,18.605772,2.0,2.0,4.0,2.0,2,2.0,137,1,2.0,1.0,33.324009000000004,4,1447059
