House ID,Build Date,Priced Date,Garden Space,Dock,Capital,Royal,Guarding,River,Renovation,Dining Rooms,Bedromms,Bathrooms,Visit,Sorcerer,Blessings,In Front,Location,Holy Tree,Distance from Knight's house,Builder
6e32d600,4/15/1602 9:31 AM,11/8/1608 10:37 AM,,42.169901,54.160401,42.192027,194.173753,48.075667,2,2,3,3,1,2,106,2,4,1,64.886661,7
6e32d61c,7/24/1600 8:25 PM,5/6/1609 6:19 PM,2,39.468953,17.141992,51.826156,128.723691,19.984579,2,2,4,3,1,2,143,2,2,1,28.091709,7
6e32d669,7/5/1602 12:56 PM,11/18/1612 4:41 PM,2,,74.578925,45.876577,127.757657,54.26333,2,2,2,2,1,2,85,2,,,85.136743,7
6e32d69f,9/9/1603 4:22 PM,1/12/1612 11:35 PM,2,14.860712,,79.186398,78.481095,28.097647,2,4,3,4,1,2,74,2,2,1,,7
6e32d6f8,8/7/1604 10:16 AM,12/4/1612 7:18 AM,2,39.79902,30.629402,,80.104444,49.23863,,4,2,2,1,2,129,3,2,1,41.339597,7
6e32d751,4/14/1604 9:19 AM,12/24/1607 2:47 PM,1,,100.59505,62.797924,93.095451,15.958033,2,3,,4,2,2,59,1,2,1,110.797252,7
6e32d78c,4/4/1606 11:10 PM,12/22/1609 5:29 PM,,10.501633,13.192191,87.640545,264.280232,10.909639,2,2,2,4,1,1,147,2,2,2,23.606639,7
6e32d7ac,1/2/1600 7:28 AM,5/11/1611 3:36 AM,2,62.797998,58.663613,17.824849,110.549066,17.938236,,3,3,2,1,2,101,3,4,1,68.79836,7
6e32d841,3/25/1605 5:37 PM,5/16/1612 9:59 PM,2,20.03172,3.370661,90.195377,,52.48951,2,3,3,4,1,2,157,2,2,,14.323765,7
6e32d872,7/8/1601 8:51 AM,8/15/1607 3:44 PM,2,6.773403,36.954483,15.548766,20.546463,12.590099,2,3,4,4,1,,123,3,3,1,47.662174,7
6e32d87f,7/6/1601 3:47 PM,7/3/1609 9:12 AM,2,74.225664,5.900688,53.3371,4.252969,6.348264,2,4,3,2,1,2,154,2,2,1,16.764878,7
6e32d8b9,9/17/1605 2:28 AM,10/11/1610 11:59 PM,,17.105747,50.151549,81.367015,184.922133,32.520836,2,3,2,3,1,2,110,3,3,1,60.214914,7
6e32d8de,3/8/1606 1:33 PM,3/1/1608 12:11 PM,2,63.988618,6.524543,37.170276,124.160426,76.318426,2,3,,2,1,2,153,3,2,1,17.431401,7
6e32d90e,9/23/1600 12:50 AM,12/23/1612 1:39 PM,2,69.116835,107.079205,24.236532,144.349634,16.207073,2,2,3,4,1,1,53,2,2,2,117.913079,7
6e32d94f,10/21/1604 12:15 PM,8/23/1611 3:54 AM,2,52.932451,69.723538,153.654266,104.765135,30.542982,2,4,2,3,1,2,90,3,4,1,80.125873,7
6e32d9c2,4/4/1602 11:25 PM,9/20/1612 7:16 PM,2,89.680605,12.696001,2.841778,143.208021,43.315006,2,3,4,2,1,1,147,3,4,,23.218513,7
6e32d9e6,9/10/1603 12:19 AM,11/11/1609 11:32 AM,2,12.615981,11.51452,87.201778,34.650206,85.755217,2,3,3,2,1,2,148,3,2,1,21.700039,7
6e32d9ec,1/18/1601 3:26 AM,12/21/1611 11:30 PM,2,123.075755,75.067109,11.679544,39.299565,38.750122,1,3,2,3,1,,85,2,2,1,85.388688,7
6e32da69,2/16/1601 11:40 PM,11/20/1609 2:14 PM,2,53.632596,0.606836,89.409978,44.682157,56.62402,2,4,2,4,1,2,159,3,2,,11.215112,7
6e32dad7,10/1/1606 2:50 AM,12/6/1611 2:35 PM,2,3.829299,7.418422,25.847071,174.103119,50.107597,1,2,3,2,1,2,153,2,,1,18.201576,7
6e32db5c,5/27/1603 12:31 AM,6/27/1607 7:49 PM,2,135.439445,52.943078,28.1801,23.399268,9.920801,2,,2,4,1,2,107,2,3,,62.985733,7
6e32dbae,7/27/1605 6:59 PM,2/19/1610 6:25 AM,1,105.206969,0.459094,85.436958,79.053596,7.578507,2,4,4,4,2,2,160,1,2,1,11.416814,7
6e32dc2a,7/26/1605 3:33 PM,4/18/1610 2:22 AM,1,81.652377,61.307067,44.421099,69.38889,40.914331,1,,2,4,2,2,99,1,5,,71.760793,7
6e32dc61,7/15/1605 7:11 PM,7/20/1612 4:49 PM,2,44.728865,33.643104,,65.337208,24.946212,2,,3,3,1,2,126,2,2,1,43.730402,7
6e32dc8f,8/18/1606 9:21 PM,4/26/1609 12:25 AM,2,29.163951,14.736809,,58.931017,40.067395,1,3,4,3,1,1,145,2,2,2,25.022417,7
6e32dc96,5/22/1605 12:58 AM,11/16/1611 6:34 AM,2,85.167298,92.990952,60.154342,76.552263,49.544422,2,4,3,3,1,,67,2,2,1,103.117506,7
6e32dcb6,4/2/1606 10:29 AM,12/16/1610 8:28 AM,2,27.558617,66.460805,25.540125,7.263964,61.611273,2,3,3,3,1,1,94,2,4,,76.507467,7
6e32ddb8,5/17/1606 3:52 AM,2/17/1608 10:34 PM,,23.09442,61.800769,21.700807,95.887713,21.357192,2,3,,,1,2,98,2,2,1,72.191629,7
6e32ddfe,3/5/1601 2:53 AM,3/2/1609 4:42 AM,2,6.240499,4.859188,40.656733,243.351997,7.11547,1,4,3,2,1,2,155,2,3,1,15.66072,7
6e32de0d,1/8/1604 3:33 AM,7/9/1608 1:45 AM,2,68.16774,65.077598,47.214643,,36.947797,2,4,3,3,1,2,95,2,2,1,75.603117,7
6e32de3e,4/20/1603 8:26 AM,8/20/1610 1:37 AM,1,45.402377,34.213499,20.171912,142.675031,35.628108,2,2,2,2,2,2,126,1,2,1,44.946699,7
6e32de44,3/9/1606 7:41 AM,2/3/1608 10:29 PM,2,,75.914789,102.751185,147.617118,21.793776,2,3,2,4,1,1,84,2,4,2,86.351589,7
6e32de90,1/5/1602 5:22 AM,11/15/1607 2:19 AM,2,24.836713,,40.884965,45.714581,4.971047,2,3,3,3,1,2,74,2,4,1,,7
6e32deb9,10/27/1603 6:46 PM,5/14/1610 3:37 AM,2,63.345423,,77.147824,87.2679,3.115366,2,2,3,4,1,2,74,2,4,1,,7
6e32df86,5/4/1601 4:17 PM,3/28/1612 5:14 PM,2,3.605436,46.298899,15.683709,30.658479,89.661235,,2,4,4,1,1,114,3,3,2,56.338249,7
6e32dfe5,10/19/1604 10:19 AM,11/2/1608 6:11 AM,2,112.034776,77.867425,3.062586,29.005326,30.964731,1,2,2,4,1,2,82,2,2,1,88.146407,7
6e32dfed,12/7/1600 9:33 AM,6/22/1607 7:48 PM,2,101.519139,6.904674,127.349787,12.082981,0.463741,,2,4,2,1,2,153,3,2,,17.721013,7
6e32e037,6/10/1605 1:28 AM,12/3/1608 8:28 AM,2,60.916168,3.769839,24.115488,176.788417,43.304769,2,4,3,3,1,2,156,2,2,1,14.213973,7
6e32e06d,12/11/1605 10:11 PM,10/3/1608 6:12 AM,2,121.474053,75.449845,,142.590213,91.028921,2,4,3,2,1,2,85,2,3,,85.694527,7
6e32e06f,2/16/1601 10:33 AM,6/28/1611 1:51 PM,2,40.08788,13.308432,,59.682867,89.419811,2,4,4,4,1,2,147,3,5,1,24.176794,7
6e32e120,11/21/1601 6:55 PM,4/20/1608 2:52 AM,2,0.919662,15.97752,34.013375,161.331981,24.666039,1,2,4,3,1,2,144,2,5,1,26.081201,7
6e32e1e2,1/16/1600 11:29 AM,11/10/1610 10:26 PM,2,,43.425971,21.501088,282.613281,5.530343,2,2,4,,1,2,117,2,2,1,53.652646,7
6e32e226,8/22/1606 5:40 PM,11/20/1610 3:13 AM,2,29.947587,32.656458,49.613533,37.388285,18.555719,2,3,,2,1,2,127,2,4,1,42.878858,7
6e32e238,5/14/1602 1:13 AM,11/11/1611 5:47 AM,2,39.174049,0.401512,17.817567,61.892108,11.013545,2,,3,4,1,2,160,2,2,1,10.561925,7
6e32e29a,6/22/1601 5:45 PM,1/11/1610 3:30 AM,2,21.612477,18.001467,50.341662,77.450474,71.435813,2,2,2,3,1,2,142,2,5,1,28.953758,7
6e32e2cb,2/20/1603 1:29 AM,2/17/1608 8:57 AM,2,29.681463,26.118142,60.424029,69.669042,30.755036,2,3,3,4,1,2,134,2,,1,37.020336,7
6e32e304,7/25/1603 7:36 PM,12/22/1611 6:48 PM,1,105.795985,51.255862,15.275596,236.660234,13.881294,2,2,,2,2,2,109,1,,,61.331342,7
6e32e351,9/15/1605 9:58 PM,10/28/1612 11:52 PM,2,37.385151,6.296989,23.68828,273.574443,84.797045,2,4,3,2,1,2,154,2,4,,16.76636,7
6e32e3a1,9/22/1600 6:10 PM,11/21/1609 11:37 AM,2,,45.268161,90.97856,43.649542,15.678173,1,3,4,3,1,2,115,2,2,1,55.556035,7
6e32e3d7,1/3/1606 12:10 PM,12/9/1612 5:21 AM,2,33.428089,51.226799,34.65397,101.057906,33.129363,2,2,4,2,1,2,109,2,4,1,61.88296,7
6e32e3e4,4/3/1604 2:33 PM,7/18/1612 8:49 AM,2,35.60899,36.985954,49.714339,156.178557,6.821148,2,2,2,4,1,2,123,3,3,1,47.345802,7
6e32e43a,11/17/1604 9:17 AM,9/17/1607 10:16 AM,2,,134.494192,27.113127,136.543728,18.304794,2,,4,,1,,26,3,2,1,145.071608,7
6e32e49c,5/20/1600 1:25 PM,6/7/1612 11:58 PM,,41.052679,40.848066,26.437918,181.767057,49.602691,,2,3,3,1,2,119,2,2,1,51.623706,7
6e32e4d7,11/1/1606 3:53 PM,11/6/1610 12:30 PM,2,,17.774191,,24.035304,5.321529,2,4,4,3,1,2,142,2,4,1,27.888712,7
6e32e52e,12/21/1602 6:54 AM,4/15/1612 6:50 AM,,3.717357,41.105988,48.756855,40.26213,6.306107,2,2,4,2,1,2,119,2,2,1,51.268422,7
6e32e53f,12/13/1606 6:17 AM,12/2/1611 2:32 PM,2,14.235714,65.948937,16.05981,30.538812,10.824746,1,2,4,3,1,2,94,2,2,1,76.742455,7
6e32e55b,11/25/1606 8:47 PM,8/18/1612 7:23 PM,2,49.974018,120.360629,,105.071854,14.243049,2,2,4,4,1,2,40,2,,,130.946128,7
6e32e598,3/1/1602 9:24 PM,6/3/1608 8:52 AM,2,4.258979,88.861377,45.992931,,18.838477,2,3,3,2,1,,71,2,2,1,99.549967,7
6e32e5c1,5/18/1602 10:10 AM,1/26/1611 4:32 PM,2,16.618127,15.65892,105.925122,83.08493,20.479183,2,4,4,2,1,2,144,2,3,1,25.9463,7
6e32e5e7,2/24/1602 4:48 AM,10/2/1611 8:46 PM,2,3.35128,86.648738,23.75966,0.063033,36.698961,1,2,3,2,1,2,73,3,3,1,97.228899,7
6e32e643,6/8/1603 3:34 PM,6/5/1611 5:30 AM,2,68.159152,37.927082,,38.056667,31.517426,2,2,4,2,1,2,122,2,3,1,48.89973,7
6e32e663,2/22/1606 1:30 AM,6/5/1612 2:58 AM,2,26.371079,73.863584,56.963382,66.076425,9.031928,2,3,3,2,1,2,86,2,2,1,84.411282,7
6e32e699,8/27/1605 7:36 AM,11/16/1609 7:19 AM,2,,7.948344,97.101896,55.0854,85.93617,2,4,4,2,1,2,152,2,2,,18.535226,7
6e32e69f,8/9/1604 11:32 AM,3/10/1607 3:33 AM,2,,5.39344,9.648389,129.718342,46.779076,2,4,2,2,1,1,155,2,5,,16.349455,7
6e32e6b8,3/25/1603 11:26 PM,2/1/1610 10:40 PM,2,14.408264,77.602853,29.861596,,55.990295,2,3,2,4,1,2,82,2,5,,88.086186,7
6e32e6cb,6/22/1601 11:13 AM,10/15/1610 8:52 PM,2,,69.666759,132.889194,171.836635,28.778814,1,4,4,2,1,2,90,3,5,1,80.116702,7
6e32e703,10/8/1603 10:27 PM,12/18/1612 8:27 PM,1,32.578526,12.013429,106.28065,195.731812,33.229656,2,3,4,3,2,2,148,1,3,1,22.789424,7
6e32e70b,7/7/1600 6:51 PM,1/28/1610 5:39 AM,2,88.335539,10.806479,71.810165,25.090445,2.23548,2,3,3,,1,1,149,2,4,2,20.890688,7
6e32e733,5/16/1604 12:21 PM,3/19/1607 7:30 AM,2,41.894814,36.650762,64.67207,67.106158,11.090011,1,4,2,3,1,2,123,2,2,1,47.475781,7
6e32e78a,6/22/1603 6:33 PM,3/15/1607 8:43 AM,2,31.716295,20.882403,81.983899,21.668511,19.627912,,3,2,3,1,2,139,2,2,1,31.639605,7
6e32e794,8/13/1601 12:39 AM,7/5/1611 8:37 AM,2,37.855525,10.425432,78.579533,125.452569,18.161971,2,4,2,4,1,2,150,2,2,1,20.914685,7
6e32e796,9/24/1600 1:40 AM,5/19/1610 8:59 AM,2,56.865922,105.045849,101.51058,45.175016,17.270152,2,2,3,3,1,2,55,2,2,1,115.645709,7
6e32e7b5,8/13/1600 5:58 PM,9/18/1608 4:44 AM,,106.383181,15.795088,,138.282854,6.50504,2,4,3,3,1,2,144,2,5,1,25.972142,7
6e32e810,12/16/1606 8:55 AM,12/5/1609 8:14 AM,2,17.972373,68.634796,68.575162,42.030359,27.098525,2,2,2,2,1,1,91,2,2,2,79.16678,7
6e32e857,1/27/1603 10:48 AM,4/27/1611 10:39 PM,2,,64.999093,114.392526,17.379982,34.298673,2,4,4,2,1,2,95,3,2,1,75.486446,7
6e32e89d,10/7/1603 11:21 PM,10/2/1611 5:15 PM,2,37.620023,6.296223,,288.448889,22.969986,2,4,3,2,1,2,154,3,2,1,17.113918,7
6e32e8b1,7/20/1605 2:59 AM,6/19/1611 7:32 AM,2,0.201551,24.517224,,57.193832,51.211168,2,4,3,3,1,1,135,2,2,,34.896614,7
6e32e8d5,2/11/1604 3:58 AM,5/5/1607 7:56 AM,2,34.438576,44.786591,19.670251,219.422302,99.113353,2,4,2,3,1,2,115,2,,1,55.274058,7
6e32e939,9/6/1601 11:20 AM,3/10/1610 7:36 PM,2,104.868381,48.732581,30.992984,86.3051,34.330063,2,3,4,3,1,2,111,2,2,,59.38132,7
6e32e988,4/24/1604 9:29 PM,5/5/1612 1:31 AM,2,22.089292,91.214703,39.693243,248.645261,6.365653,2,3,4,2,1,2,69,2,2,1,102.113788,7
6e32e9b8,1/18/1603 12:27 PM,9/22/1610 5:41 AM,2,2.915783,137.88165,23.601746,,5.253638,2,,4,2,1,2,22,2,5,1,148.86374,7
6e32ea11,8/5/1602 7:22 AM,4/17/1611 1:54 AM,2,90.52901,19.436089,72.125456,76.59325,19.009294,2,2,3,2,1,2,141,3,,1,30.224416,7
6e32eae1,1/23/1605 9:31 PM,2/19/1611 1:51 PM,,34.798664,107.157835,45.684912,179.324423,55.316208,2,4,3,2,1,2,53,3,2,1,117.502389,7
6e32eb0d,7/17/1601 7:28 PM,11/23/1612 9:53 PM,2,2.226748,5.940111,11.503898,20.411011,26.759623,2,3,3,2,1,,154,3,2,1,16.120278,7
6e32eb1b,1/12/1605 10:26 AM,4/20/1609 5:32 AM,,45.563318,77.683631,33.236604,30.159525,12.909982,2,2,4,3,1,1,82,3,2,1,87.95442,7
6e32ebbe,7/11/1600 12:22 PM,4/28/1612 6:21 AM,2,90.710446,66.853386,92.306748,88.774973,39.830567,2,3,3,3,1,2,93,2,5,1,77.032064,7
6e32ec3d,7/28/1602 5:44 PM,1/23/1610 3:40 AM,2,18.688444,42.074929,106.870901,142.518501,16.313774,2,4,4,3,1,2,118,2,2,1,53.012555,7
6e32ec7a,6/24/1606 9:57 PM,3/17/1607 8:33 PM,2,91.053377,58.383976,97.058272,45.616756,21.390836,1,2,3,2,1,2,102,2,5,1,69.015735,7
6e32ec98,3/5/1606 7:26 PM,6/23/1611 11:15 PM,2,26.826434,0.800064,8.548683,72.047334,33.026358,2,4,2,2,1,1,159,3,2,2,11.468781,7
6e32ecc3,4/7/1603 6:12 PM,8/8/1611 2:49 AM,2,7.135611,88.454038,24.384132,157.836065,45.14015,2,3,,2,1,1,72,3,2,2,99.336614,7
6e32ecd2,2/4/1603 8:43 PM,7/16/1609 9:29 PM,2,7.4166,20.269,50.370558,107.161776,0.44837,2,4,2,,1,2,140,2,3,,31.069748,7
6e32ecda,11/27/1601 2:40 PM,1/20/1611 8:13 PM,2,21.280882,111.775852,7.361285,89.67946,51.133089,2,2,2,2,1,2,48,2,2,1,122.573899,7
6e32ece9,6/13/1601 2:53 AM,10/3/1612 3:37 AM,2,84.022383,64.172528,140.922518,120.409962,15.111522,2,2,3,4,1,2,96,2,4,1,74.785715,7
6e32edc9,4/5/1605 11:23 AM,4/3/1607 8:13 AM,2,20.576563,29.314067,9.184027,50.222586,75.376679,2,4,4,2,1,2,131,2,4,1,39.587191,7
6e32ee5e,7/24/1602 3:37 AM,10/19/1609 7:18 PM,2,30.433828,133.628927,99.105504,199.554247,6.461845,2,3,3,2,1,2,26,2,3,1,144.38459,7
6e32ee92,10/14/1601 9:36 AM,4/22/1608 8:21 AM,2,61.344047,66.668313,91.081022,81.634393,1.942922,2,3,4,4,1,2,93,2,2,1,77.447312,7
6e32eea6,1/17/1600 9:23 AM,12/11/1610 1:29 AM,2,77.347211,25.415457,,34.66448,17.466,2,2,2,2,1,2,135,3,2,,36.227012,7
6e32eef1,5/26/1604 10:49 AM,9/17/1607 12:42 PM,,,25.17448,23.529002,104.963408,28.6101,2,,3,2,1,2,135,2,2,1,35.364895,7
6e32ef17,3/26/1603 5:59 AM,9/20/1610 8:30 AM,2,25.79977,20.130228,46.618508,8.177375,33.90421,2,4,3,2,1,2,140,3,2,1,30.242344,7
6e32ef7c,8/2/1603 5:28 AM,12/22/1609 8:27 PM,2,2.721086,67.321639,,276.565618,0.759173,1,,2,4,1,2,93,2,2,1,77.341107,7
6e32ef8c,10/11/1602 5:50 PM,6/14/1612 6:39 AM,2,16.161337,15.719307,58.635775,97.297299,48.720814,2,2,3,3,1,2,144,3,4,,26.022721,7
6e32efb3,1/1/1603 12:39 AM,12/28/1609 2:33 PM,1,25.954922,15.330572,64.585473,104.083267,20.679762,2,3,3,3,2,2,145,1,2,,26.217309,7
6e32efc6,5/10/1600 10:27 AM,12/17/1607 7:51 AM,,9.110853,5.476199,105.013267,,34.024529,2,2,3,4,1,2,155,3,,1,16.246661,7
6e32efe5,3/22/1606 3:57 AM,10/17/1611 2:27 AM,,72.509289,18.778084,107.05655,,9.032989,2,4,2,2,1,2,141,2,5,1,29.074513,7
6e32f06a,6/15/1604 8:32 AM,2/9/1608 2:26 PM,1,48.199309,54.601933,59.748586,156.118797,12.018943,2,4,2,3,2,2,105,1,3,1,64.961884,7
6e32f077,6/6/1601 5:58 AM,2/22/1608 6:16 AM,,3.774473,75.084042,3.936177,151.584835,26.13292,1,2,2,3,1,2,85,2,2,1,85.591864,7
6e32f0c2,6/24/1605 4:14 PM,10/8/1612 7:49 PM,2,21.542701,4.163109,60.385578,211.491979,23.615264,1,3,4,3,1,2,156,2,4,,14.458561,7
6e32f0ce,12/9/1606 12:53 AM,1/24/1611 10:26 AM,2,14.710926,2.561741,23.057545,132.702193,7.842545,2,3,3,4,1,,157,2,2,,12.912691,7
6e32f0d8,4/3/1605 11:19 AM,1/4/1612 1:57 AM,2,31.857961,32.17948,45.069086,151.809302,25.706684,1,3,2,4,1,2,128,3,2,1,42.488574,7
6e32f138,4/22/1600 5:43 PM,1/14/1611 8:16 AM,2,2.95428,54.187368,68.089307,50.143563,50.985579,,3,3,4,1,2,106,2,2,,64.258282,7
6e32f17d,8/20/1605 9:21 AM,5/14/1611 10:56 AM,2,37.126482,130.509441,19.788529,158.602879,58.055145,2,2,2,2,1,2,29,2,,1,141.026575,7
6e32f1db,3/4/1602 3:51 AM,3/9/1607 10:53 PM,1,25.516308,46.703235,,266.944047,68.508675,2,2,3,3,2,1,113,1,4,,56.979186,7
6e32f200,1/22/1601 1:20 AM,8/8/1612 2:29 PM,2,96.49947,77.524684,17.590798,24.872598,79.490235,,2,3,2,1,2,82,2,4,1,88.081271,7
6e32f294,4/22/1602 6:23 AM,7/18/1612 4:23 AM,2,22.087484,1.594991,37.350314,16.175121,51.25618,2,,2,3,1,1,158,2,2,2,12.555778,7
6e32f2c6,7/8/1600 12:36 AM,8/6/1607 3:44 PM,2,34.889968,9.712714,83.750808,122.986461,40.049199,1,2,2,2,1,2,150,2,2,1,20.310411,7
6e32f385,7/15/1605 12:30 AM,4/22/1607 2:58 AM,2,13.527584,136.75667,64.352626,183.697971,72.235278,1,2,3,2,1,2,23,2,2,1,146.876596,7
6e32f3b3,3/10/1601 3:23 AM,6/10/1609 7:42 PM,2,50.830144,53.228659,,60.382631,40.795554,2,3,4,2,1,2,107,2,4,,63.734397,7
6e32f463,5/27/1600 7:42 AM,2/9/1609 11:17 AM,2,94.65831,32.59154,24.643789,291.842235,42.977634,2,2,,3,1,2,127,2,2,1,43.124452,7
6e32f478,2/8/1605 2:58 AM,1/14/1612 8:12 AM,2,92.156239,39.047741,5.81536,70.479774,11.681457,,4,2,2,1,1,121,2,2,2,49.910567,7
6e32f47f,5/3/1604 6:48 AM,7/2/1610 6:25 AM,2,59.721341,43.643433,7.074509,85.548984,24.272332,,3,4,3,1,2,116,3,2,1,54.328425,7
6e32f55a,8/4/1605 3:51 AM,5/17/1611 3:48 PM,2,32.759592,,15.788402,97.108319,4.842896,2,2,4,4,1,1,74,2,2,2,,7
6e32f55c,9/6/1605 4:47 PM,7/3/1610 6:50 PM,2,13.272907,9.676298,0.108471,153.588185,10.328375,2,4,2,3,1,1,150,3,2,2,20.21855,7
6e32f576,7/27/1605 2:22 PM,5/8/1608 7:33 PM,,14.934263,11.193248,88.246326,122.907688,20.062879,1,2,3,3,1,1,149,2,5,2,21.586512,7
6e32f594,9/9/1600 10:53 AM,8/13/1611 7:39 AM,2,17.733529,26.492679,80.160436,12.021649,4.799213,2,3,3,4,1,2,134,2,2,,36.62827,7
6e32f5c3,12/9/1603 5:19 PM,9/16/1612 4:20 PM,2,,16.811482,116.257233,77.027672,4.104743,1,4,3,3,1,1,143,2,2,2,27.697737,7
6e32f618,8/2/1606 7:33 AM,12/28/1610 3:37 PM,2,,54.514245,69.168579,137.340525,16.162687,2,4,2,4,1,2,105,3,2,1,64.635616,7
6e32f622,3/8/1604 12:43 PM,3/14/1612 5:27 PM,2,,142.136567,,111.425715,3.132191,2,,3,3,1,,18,2,5,1,152.225644,7
6e32f69d,10/28/1601 10:57 PM,4/16/1609 10:38 PM,2,18.859599,23.952339,66.990644,53.723296,15.704518,1,4,4,4,1,2,136,2,,,34.68493,7
6e32f715,4/13/1603 1:58 PM,10/23/1608 3:51 PM,2,44.28023,23.614874,30.493189,173.296826,32.478201,2,4,4,2,1,2,136,2,2,1,33.906921,7
6e32f763,11/20/1603 7:19 PM,10/10/1609 8:13 AM,2,60.733373,44.203875,58.977366,94.993448,13.988361,2,3,3,4,1,2,116,2,2,1,54.54463,7
6e32f792,4/3/1605 1:31 AM,7/28/1612 11:39 PM,2,,18.637401,61.405347,34.63172,53.9982,2,2,2,2,1,2,141,3,4,1,28.724535,7
