House ID,Build Date,Priced Date,Garden Space,Dock,Capital,Royal,Guarding,River,Renovation,Dining Rooms,Bedromms,Bathrooms,Visit,Sorcerer,Blessings,In Front,Location,Holy Tree,Distance from Knight's house,Builder
6e32d3d3,6/22/1605 4:10 AM,12/19/1610 5:27 AM,2,86.626805,52.287334,,175.95497,85.48453,2,4,2,2,1,2,108,2,2,,62.343727,10
6e32d3d9,3/22/1600 6:51 AM,1/6/1612 8:28 PM,2,5.516341,8.441605,150.576814,182.077694,44.097749,2,4,4,3,1,2,152,2,2,1,19.222046,10
6e32d42b,1/5/1603 10:31 PM,12/4/1611 7:40 PM,2,11.205839,,,66.857477,55.146329,2,4,2,2,1,,74,2,2,1,,10
6e32d4ca,6/26/1606 4:11 AM,9/6/1609 5:36 AM,2,50.427544,12.311291,77.875815,147.708899,4.188586,2,2,3,2,1,2,148,2,2,1,23.246633,10
6e32d4d0,3/5/1606 11:28 AM,7/12/1611 6:33 PM,2,,37.985187,77.819581,157.837482,54.402136,2,3,3,,1,2,122,2,2,1,47.998161,10
6e32d4fe,2/5/1600 9:20 PM,8/7/1611 8:25 AM,,45.645507,24.801074,15.248612,182.68961,36.427721,2,2,2,4,1,2,135,2,4,,35.226206,10
6e32d535,3/21/1603 5:37 AM,12/1/1608 8:36 AM,1,128.497793,56.378444,,86.815717,9.53455,2,2,4,4,2,2,104,1,2,1,66.960326,10
6e32d552,1/14/1605 12:15 AM,9/9/1609 2:25 AM,,5.756294,99.59704,65.631939,36.934096,7.18929,2,3,2,4,1,2,60,2,3,1,109.764134,10
6e32d55d,3/16/1605 3:29 PM,1/28/1609 9:31 PM,2,67.517397,9.900695,104.146858,100.402789,1.7267,2,4,4,2,1,2,150,2,5,1,19.999984,10
6e32d58f,7/26/1601 6:27 AM,11/9/1608 11:26 PM,2,69.809032,0.475364,25.561542,37.016979,90.843875,2,2,3,3,1,2,160,2,4,,10.538304,10
6e32d5e1,9/8/1602 4:11 PM,8/24/1610 8:57 PM,2,54.77161,29.208021,67.680206,167.519888,42.29724,2,3,4,4,1,2,131,3,3,1,39.301059,10
6e32d611,9/14/1600 9:23 PM,5/20/1608 4:50 PM,2,10.233809,59.335873,25.856406,20.094269,17.407448,2,3,4,4,1,2,101,2,5,,69.877625,10
6e32d690,5/12/1602 2:37 PM,7/22/1609 9:10 PM,2,21.287549,76.683082,,96.647935,29.522435,,3,,4,1,2,83,3,3,1,87.589485,10
6e32d6b6,7/16/1601 8:45 AM,12/12/1610 8:43 PM,2,74.389066,19.89654,40.333452,92.802186,65.78156,2,,2,2,1,,140,2,2,1,30.491071,10
6e32d6c8,12/22/1602 10:58 PM,1/11/1612 12:34 AM,,21.966556,50.89103,48.567311,213.452066,15.11293,1,3,4,3,1,2,109,2,,1,61.04736,10
6e32d6e6,2/1/1605 4:52 PM,10/1/1612 12:32 PM,1,139.037816,114.934687,12.1612,7.595812,15.411638,2,4,3,3,2,2,45,1,4,1,125.32471,10
6e32d71a,3/24/1600 3:20 PM,3/16/1612 6:39 AM,2,,15.861645,59.53707,103.846541,61.912237,,2,4,3,1,1,144,3,2,2,26.062257,10
6e32d72b,12/26/1605 10:19 AM,12/5/1610 8:29 AM,2,28.254022,,,40.297677,59.631269,2,3,2,4,1,2,74,2,5,1,,10
6e32d758,5/1/1604 11:10 AM,7/25/1607 5:13 AM,2,8.576094,55.674131,29.189992,164.155789,3.705821,2,4,2,4,1,1,104,3,2,2,65.95383,10
6e32d78a,5/9/1602 11:18 PM,8/6/1611 7:46 AM,2,38.284104,39.751638,75.602668,38.246062,24.37924,2,2,4,3,1,2,120,2,2,1,49.811641,10
6e32d798,10/8/1601 2:33 PM,10/7/1610 8:43 AM,2,97.517365,38.143796,22.596347,52.459159,18.350144,1,,,4,1,2,122,2,2,1,48.237464,10
6e32d7b8,4/27/1602 5:41 PM,8/3/1609 9:46 AM,2,0.401073,3.609288,5.344636,112.042485,60.414815,2,3,3,4,1,2,156,2,2,1,14.479181,10
6e32d7cf,2/6/1603 2:24 PM,5/10/1607 1:44 PM,2,69.511168,104.502956,112.636644,125.886757,4.055463,2,3,2,3,1,2,55,3,5,1,114.737593,10
6e32d8e9,4/26/1605 6:37 PM,4/23/1612 12:24 AM,,24.538135,4.059229,136.834843,64.063453,81.8533,2,4,3,2,1,2,156,2,3,1,14.77585,10
6e32d92c,10/2/1605 9:36 PM,6/3/1607 7:18 PM,,20.440096,22.516637,0.490317,160.611977,40.763736,2,,2,3,1,2,137,3,2,1,32.783249,10
6e32d97b,9/1/1603 10:17 PM,3/25/1612 9:22 PM,2,11.504165,1.682629,12.567198,136.053715,28.212848,2,,4,3,1,2,158,2,4,1,12.13042,10
6e32d9bb,8/4/1601 5:18 PM,8/17/1610 7:19 PM,2,108.065507,80.0527,117.675863,64.724292,21.677925,2,,2,4,1,2,80,2,3,,90.81908,10
6e32da00,6/20/1604 8:16 PM,5/22/1608 10:26 PM,2,5.394105,83.567544,49.647033,53.656341,23.100858,,3,2,2,1,2,76,2,4,1,93.655581,10
6e32da1b,1/15/1601 7:36 PM,12/27/1609 11:28 AM,2,25.530188,1.419402,0.482424,23.223836,8.350184,2,3,2,2,1,,159,2,2,1,11.575171,10
6e32da59,3/11/1600 8:13 PM,7/13/1609 2:16 AM,,91.183587,27.503866,70.764559,88.53703,73.058412,2,4,3,2,1,2,132,2,2,1,37.794464,10
6e32da5e,12/18/1602 3:46 PM,8/2/1608 11:43 AM,2,8.331587,31.522193,5.776152,47.532552,30.531077,2,3,2,4,1,2,128,3,5,,41.814258,10
6e32dabe,6/28/1603 4:43 AM,7/19/1611 4:49 PM,2,52.299741,110.743327,34.755754,62.339282,35.981456,2,3,2,4,1,2,49,2,3,1,121.580152,10
6e32daf6,9/18/1601 8:44 PM,7/15/1609 7:25 AM,2,13.241021,59.520113,73.940799,163.952007,12.149309,2,3,4,2,1,2,100,2,2,1,69.62737,10
6e32db0e,10/13/1604 2:26 PM,8/26/1612 7:34 PM,,38.54874,56.809377,41.496349,107.592565,56.10542,2,4,2,2,1,1,103,2,2,2,67.229888,10
6e32db39,1/9/1600 7:21 AM,12/12/1607 12:17 AM,1,20.719557,,67.685422,230.237346,16.938462,2,3,2,4,2,2,74,1,5,,,10
6e32db93,12/26/1605 11:31 PM,12/12/1608 8:45 AM,,39.088534,27.159116,11.678821,9.526956,8.972537,2,2,4,4,1,2,133,2,2,1,37.935735,10
6e32dbee,9/25/1603 3:39 PM,12/27/1608 2:29 AM,2,82.536051,16.203147,24.497704,147.565439,51.206307,1,4,4,4,1,2,144,2,2,1,26.847462,10
6e32dc09,5/12/1600 9:10 PM,12/8/1607 12:25 PM,2,69.691472,26.514154,23.150678,121.018522,2.122932,,4,4,4,1,1,133,2,3,2,36.849642,10
6e32dc31,3/5/1601 3:26 PM,10/18/1608 4:16 PM,2,60.168398,13.094293,32.858258,63.66991,7.147328,2,4,,4,1,2,147,2,2,1,23.500095,10
6e32dcb9,9/27/1604 9:18 AM,1/4/1612 7:32 PM,,,78.899302,14.033782,29.663263,37.705048,2,3,3,4,1,2,81,2,2,1,89.467431,10
6e32dd5d,3/16/1601 3:44 AM,1/13/1611 9:15 AM,2,37.891317,24.522492,66.553344,126.232115,77.967648,2,4,4,3,1,2,135,3,2,1,34.745557,10
6e32de65,2/1/1604 9:24 AM,8/22/1610 5:41 PM,2,32.487458,43.600908,36.236366,167.066059,51.917233,1,,3,2,1,2,116,2,,1,54.424515,10
6e32de7e,1/1/1602 12:10 PM,5/11/1607 6:14 PM,2,78.908401,27.2789,63.22465,39.396276,21.488309,1,3,2,3,1,2,133,3,2,1,37.363224,10
6e32df0f,9/6/1603 10:41 AM,10/17/1612 1:57 PM,2,33.615756,26.805212,61.092018,94.513606,24.170967,2,2,4,4,1,2,133,3,5,1,37.195087,10
6e32df5f,6/5/1603 1:30 PM,3/15/1607 3:37 AM,2,88.592535,97.332332,63.599974,194.844709,39.599622,2,,4,4,1,2,63,2,2,,107.483339,10
6e32df79,10/18/1603 12:32 PM,1/18/1608 6:49 AM,2,11.498816,32.965772,104.624301,56.723421,37.219113,2,2,3,2,1,2,127,2,,1,43.137075,10
6e32dfa9,7/28/1602 12:56 PM,6/15/1610 6:58 PM,2,17.983838,6.456948,85.632202,,54.21089,2,2,4,2,1,2,154,2,2,,16.890273,10
6e32e004,9/11/1604 12:38 PM,3/26/1608 7:23 PM,2,62.200763,53.394538,23.409957,17.047317,1.586919,2,3,3,2,1,,107,3,,,63.484069,10
6e32e017,5/22/1601 10:51 AM,5/6/1609 7:58 PM,2,45.681948,38.422709,,131.687912,39.086859,2,,4,3,1,2,122,2,3,,48.884704,10
6e32e048,9/20/1605 11:11 AM,8/22/1609 6:34 AM,2,70.466563,20.187215,41.352591,128.775675,6.111813,2,4,3,3,1,2,140,2,2,1,30.668986,10
6e32e054,5/14/1601 3:34 AM,6/11/1610 6:45 PM,2,19.007294,116.022222,72.917493,256.433581,28.10076,2,,4,4,1,2,44,2,2,1,126.329819,10
6e32e067,2/8/1600 9:35 AM,8/4/1608 8:38 AM,2,75.270047,8.034708,104.833448,178.003445,51.145072,2,2,4,4,1,1,152,2,4,1,18.914534,10
6e32e0be,2/19/1601 9:43 PM,8/6/1608 10:58 PM,2,5.379288,,89.598044,64.883558,0.630313,2,4,2,3,1,2,74,2,3,,,10
6e32e0f0,5/23/1602 9:56 PM,1/4/1611 1:21 AM,2,75.613964,20.56976,27.078861,14.080796,54.335078,1,2,2,3,1,2,139,2,2,1,30.953539,10
6e32e116,6/11/1603 8:58 AM,6/1/1607 6:11 AM,2,69.638248,39.508779,,35.690701,22.430103,2,3,2,3,1,2,120,2,4,1,50.007189,10
6e32e11d,11/15/1606 12:14 PM,4/5/1609 6:26 AM,2,8.629526,19.58689,34.377111,10.694787,46.34399,2,2,2,4,1,2,140,2,2,,30.324081,10
6e32e127,12/24/1602 8:27 PM,11/12/1609 5:25 AM,2,10.317803,13.536811,89.401051,156.946235,10.694904,1,,3,4,1,2,146,2,5,,24.227998,10
6e32e137,12/22/1602 11:25 AM,7/22/1612 7:57 PM,2,23.963421,72.305144,40.420983,30.957451,11.633159,2,3,2,3,1,2,88,3,3,1,83.131911,10
6e32e150,6/6/1604 11:19 AM,11/21/1612 10:31 PM,2,94.246972,47.803632,84.735125,43.541033,56.02272,2,4,3,4,1,2,112,2,2,1,58.456581,10
6e32e18f,10/23/1602 12:35 PM,10/28/1608 4:22 AM,2,103.914947,2.060656,90.298572,3.705675,15.444906,2,3,4,2,1,1,158,2,4,2,12.456542,10
6e32e194,8/12/1606 4:17 PM,9/4/1612 6:13 AM,2,45.215295,22.99073,88.297587,121.128935,10.462605,2,4,3,2,1,2,137,2,2,1,33.918777,10
6e32e1a0,11/25/1604 10:14 AM,1/3/1608 3:24 PM,2,115.494359,24.117149,53.358272,157.214901,52.755762,2,4,2,2,1,1,136,3,2,1,34.543068,10
6e32e1fc,12/18/1605 5:42 AM,11/24/1611 10:11 AM,,25.582566,8.420592,,246.705701,18.546881,1,,4,2,1,2,152,3,5,1,19.27411,10
6e32e22b,4/14/1606 12:55 PM,11/25/1611 1:55 AM,2,51.675952,11.224042,105.700939,86.047919,77.183948,2,3,4,2,1,2,149,3,2,1,21.872708,10
6e32e24b,5/18/1602 11:38 AM,2/20/1611 1:44 PM,,33.339464,,73.112655,113.088585,17.306181,2,4,2,4,1,2,74,2,2,1,,10
6e32e259,7/11/1602 10:56 AM,6/22/1609 1:17 AM,2,46.296045,37.809401,63.728033,68.744528,32.305846,2,4,2,2,1,2,122,2,3,,47.817167,10
6e32e2e3,8/13/1601 9:45 PM,10/10/1612 2:51 PM,,43.132836,20.396563,45.41076,43.484445,42.923536,2,4,2,3,1,1,140,3,2,,30.692634,10
6e32e301,4/12/1606 3:45 PM,2/9/1609 3:12 PM,2,53.833721,32.20604,4.61337,4.49411,36.508186,,3,4,3,1,2,128,2,3,,42.39795,10
6e32e38b,1/4/1604 3:57 PM,6/15/1610 8:41 PM,2,16.228656,,112.689679,97.247317,9.012373,2,4,4,3,1,2,74,3,4,,,10
6e32e395,8/10/1604 2:53 PM,11/17/1612 12:24 PM,2,6.016448,17.780012,87.641584,53.230578,11.370882,,3,3,3,1,2,142,2,2,1,27.810975,10
6e32e3dc,9/16/1604 7:26 AM,5/26/1607 8:57 PM,2,,64.026228,54.94663,181.247912,33.611969,2,4,3,4,1,,96,2,4,1,74.601187,10
6e32e3e9,9/4/1602 10:16 PM,2/27/1607 9:11 PM,2,83.238669,,24.454678,12.13204,28.49068,2,,2,4,1,2,74,3,2,,,10
6e32e40f,9/25/1603 9:49 PM,10/26/1611 3:37 AM,1,53.658377,109.865076,39.601477,77.955198,68.277719,1,2,2,2,2,2,50,1,5,1,120.350172,10
6e32e42c,2/28/1605 9:21 PM,4/25/1611 7:32 PM,2,56.469259,23.426389,73.4091,117.233422,7.381028,2,3,4,2,1,1,137,2,2,1,34.206023,10
6e32e46c,11/1/1606 3:13 PM,7/15/1611 5:42 AM,,0.181985,16.040243,74.606969,110.178922,6.849416,2,2,4,2,1,2,144,2,2,,26.64823,10
6e32e4b2,4/17/1606 7:45 AM,1/4/1609 8:35 PM,2,103.120145,13.648794,76.649734,,2.561303,2,2,3,3,1,1,146,3,5,2,24.456188,10
6e32e4ea,4/18/1601 7:50 PM,2/6/1612 11:38 AM,2,9.179482,11.172137,54.8821,28.278353,37.122327,2,3,3,4,1,2,149,3,4,1,21.974207,10
6e32e521,1/20/1601 7:51 PM,12/18/1611 12:22 AM,2,7.221063,,21.235949,33.632048,60.981533,2,2,3,2,1,2,74,2,3,1,,10
6e32e550,7/24/1605 6:18 PM,6/18/1612 6:51 PM,2,76.686506,89.384352,15.173435,127.719349,4.824795,2,2,4,2,1,2,71,2,5,,100.286411,10
6e32e5ed,11/7/1600 3:21 PM,9/14/1608 2:22 AM,2,34.515118,10.281998,84.048248,19.99427,6.684997,2,2,3,3,1,2,150,2,2,1,21.170672,10
6e32e5fa,8/12/1600 2:51 AM,2/27/1612 4:26 AM,1,31.547556,114.59533,11.237069,24.551272,0.95045,2,4,3,2,2,1,45,1,5,1,125.02381,10
6e32e60a,2/10/1600 6:24 AM,10/22/1612 6:42 AM,2,73.375078,12.726092,,7.172996,12.147271,2,2,4,4,1,2,147,2,4,1,22.75228,10
6e32e618,2/9/1606 1:13 PM,6/17/1607 3:12 AM,1,6.129789,23.483613,61.826067,154.932923,55.028022,2,3,4,3,2,2,137,1,3,1,33.87554,10
6e32e650,1/13/1605 2:28 AM,3/22/1611 11:54 AM,2,39.248417,68.066425,13.841923,54.217477,55.4811,2,2,3,3,1,2,92,3,3,1,78.5934,10
6e32e66a,6/23/1603 2:13 AM,4/10/1609 2:26 PM,,27.481998,28.197423,51.693393,40.979959,27.202,2,4,,2,1,2,132,3,4,1,38.998971,10
6e32e6e0,10/27/1603 6:18 AM,2/8/1609 5:43 PM,2,,8.142458,22.133233,113.785619,53.828775,,2,,2,1,2,152,2,5,1,18.719996,10
6e32e717,8/22/1606 5:45 AM,1/16/1609 7:40 AM,2,28.359714,89.256524,104.949904,31.851307,13.647591,2,2,3,4,1,2,71,2,2,1,99.747244,10
6e32e731,8/11/1606 2:19 PM,12/23/1610 8:33 PM,,10.858249,13.34497,10.131866,25.323162,25.567942,2,4,3,3,1,2,147,3,5,1,23.821745,10
6e32e778,9/6/1602 1:26 AM,5/16/1609 2:14 AM,2,2.83065,87.201871,76.516572,116.152891,1.819556,2,4,4,,1,2,73,2,2,1,98.011283,10
6e32e785,12/15/1600 2:38 AM,9/5/1611 1:42 PM,2,42.346926,,67.074954,114.594615,19.495522,2,2,2,,1,2,74,2,2,1,,10
6e32e787,9/18/1601 1:52 PM,12/26/1607 4:54 PM,2,23.469393,13.179296,23.261008,49.821358,68.554256,2,2,3,2,1,2,147,3,4,1,23.823544,10
6e32e7e8,2/20/1601 10:46 AM,11/2/1610 7:27 AM,1,61.713523,10.992238,18.523669,76.11413,7.137917,2,2,3,2,2,2,149,1,4,1,21.254474,10
6e32e822,1/3/1602 7:33 AM,11/11/1610 8:58 PM,2,10.153563,16.66397,110.56653,6.130738,64.767324,2,2,2,2,1,2,143,2,2,1,27.202447,10
6e32e850,5/26/1604 5:58 PM,10/20/1610 9:52 AM,1,35.162037,27.365009,,115.116998,6.767691,2,2,2,4,2,2,133,1,4,1,38.319992,10
6e32e855,4/19/1605 4:32 AM,3/26/1610 6:14 PM,2,47.286504,52.05499,,119.78529,42.212534,1,3,3,4,1,2,108,2,,,62.507031,10
6e32e890,10/17/1605 8:18 AM,9/8/1608 8:51 PM,,43.822431,4.958591,39.737622,24.653776,14.228982,2,4,4,4,1,2,155,2,3,,15.403434,10
6e32e8ba,9/18/1604 10:40 PM,10/6/1608 7:11 AM,2,2.744708,0.017442,,99.494245,60.548279,2,2,3,3,1,2,160,2,2,1,10.163852,10
6e32e8ef,12/10/1602 6:34 PM,11/21/1610 9:32 PM,2,6.788303,13.228703,31.531143,281.741198,31.267833,1,3,3,3,1,1,147,2,2,2,23.871836,10
6e32e904,9/5/1602 10:56 AM,8/10/1608 2:34 PM,2,55.157034,20.947177,38.557838,77.004436,7.318812,2,2,3,2,1,2,139,2,4,1,31.681576,10
6e32e91b,10/14/1600 4:47 AM,10/28/1609 5:33 AM,2,2.631098,68.016227,9.384985,98.280482,57.865964,1,3,2,,1,2,92,2,2,,78.170627,10
6e32e94a,9/26/1602 11:15 AM,4/1/1608 1:28 PM,2,34.778882,16.85354,7.796522,38.195227,22.164896,1,3,3,4,1,1,143,2,4,1,27.483639,10
6e32e99b,3/27/1603 4:58 PM,2/8/1611 1:50 AM,2,0.834004,63.362791,3.89069,27.370871,31.774053,2,4,4,4,1,2,97,2,,,74.008938,10
6e32e9a6,1/22/1602 7:47 AM,10/6/1612 8:11 PM,,4.478844,44.745379,10.839758,129.599109,17.898816,2,3,3,4,1,2,115,2,2,1,55.27226,10
6e32e9ed,1/19/1603 6:33 AM,9/13/1610 3:31 AM,2,63.628057,,118.912538,243.832677,57.779432,2,2,2,2,1,2,74,2,,1,,10
6e32ea6a,6/5/1602 10:55 PM,9/25/1610 7:36 PM,1,68.768462,0.203217,45.467822,156.660288,11.568294,2,3,3,3,2,2,160,1,3,1,10.544811,10
6e32ea7b,9/10/1604 1:11 PM,1/18/1609 1:56 PM,2,25.784098,7.077926,11.468801,,14.771493,2,3,3,2,1,2,153,2,2,1,17.811592,10
6e32eac0,9/25/1605 3:27 PM,10/27/1608 9:15 PM,2,1.558618,8.913065,47.653381,197.243908,50.481689,2,3,4,3,1,2,151,3,4,1,19.785666,10
6e32eb00,8/25/1602 11:23 AM,5/20/1608 1:42 PM,2,18.785925,17.424723,14.889908,126.548437,53.241412,2,3,2,4,1,2,143,3,2,1,28.351537,10
6e32eb19,6/15/1602 12:17 PM,10/2/1607 2:13 AM,1,77.016622,29.424601,53.31983,110.157103,37.263121,2,2,2,2,2,2,131,1,4,,40.135783,10
6e32eb1d,10/11/1600 3:19 PM,9/17/1609 3:49 AM,2,30.302513,36.506263,44.003756,272.411675,3.085363,2,4,4,3,1,2,123,2,2,1,46.535882,10
6e32eb40,3/12/1605 8:36 AM,11/2/1607 10:25 PM,,30.012729,47.364376,43.108552,38.538834,19.926506,2,3,2,,1,,113,2,2,1,57.904686,10
6e32eb42,7/5/1602 4:40 PM,3/24/1609 11:10 PM,2,66.198843,32.301583,37.313187,,37.278695,,3,4,2,1,2,128,2,5,1,42.802808,10
6e32ebb9,8/17/1604 1:57 PM,6/21/1607 9:21 AM,1,,90.981166,35.980497,10.250921,58.865929,1,3,4,3,2,2,69,1,5,,101.603972,10
6e32ec82,1/2/1603 5:49 AM,1/23/1609 1:32 AM,2,24.91404,55.376187,29.055332,176.444054,66.107146,2,3,2,2,1,1,105,2,,,65.737939,10
6e32ec9e,4/9/1600 12:22 PM,2/20/1608 12:43 PM,2,79.298097,76.199637,38.467054,141.23992,67.303318,2,,3,3,1,2,84,2,2,,86.488441,10
6e32ecac,5/23/1604 3:48 AM,9/11/1612 1:43 AM,2,62.720117,17.153664,20.97408,32.672767,11.46848,2,3,4,3,1,2,143,2,2,1,27.554617,10
6e32ed1c,11/28/1603 10:46 AM,6/21/1609 12:28 AM,2,96.295946,,,,4.363165,1,3,4,,1,1,74,3,,2,,10
6e32ed6e,2/20/1600 5:29 PM,11/1/1610 9:52 PM,1,7.468682,10.311478,34.947824,27.490732,35.295314,2,,2,2,2,2,150,1,3,1,20.358695,10
6e32eda8,2/2/1603 3:37 PM,11/10/1608 12:47 AM,2,20.541791,7.966423,16.89202,41.397062,21.289694,2,2,3,3,1,2,152,2,2,1,18.932463,10
6e32edcb,3/9/1606 8:45 AM,4/7/1609 10:50 AM,2,99.960594,12.469328,117.755211,22.790665,13.703564,2,4,3,4,1,2,148,2,2,1,22.745465,10
6e32edcd,8/21/1605 5:55 AM,8/27/1611 1:58 AM,2,109.56377,112.093174,47.035483,37.731069,43.078428,2,2,4,3,1,1,48,2,2,,122.70183,10
6e32edde,5/14/1603 6:11 PM,2/16/1609 2:44 AM,,32.701211,71.798429,93.704436,67.117785,28.112958,2,3,4,3,1,2,88,2,3,1,82.786869,10
6e32edf9,8/11/1601 8:29 PM,12/1/1612 7:52 AM,2,23.506786,12.155481,,2.973641,21.964831,2,4,3,3,1,2,148,2,,1,23.096302,10
6e32edfe,9/6/1601 10:53 AM,2/10/1609 6:23 PM,2,51.2673,39.160267,29.569591,62.805598,17.411501,1,,2,4,1,2,121,2,2,1,50.101595,10
6e32ee97,11/11/1605 12:46 PM,6/5/1607 9:22 AM,,112.709876,51.336059,104.013681,193.331364,33.109113,2,,2,4,1,2,109,3,,,62.243728,10
6e32eec3,7/28/1606 1:24 PM,7/13/1609 3:39 AM,2,11.47892,20.962526,,,24.849455,2,,2,3,1,2,139,2,2,1,31.155415,10
6e32eee6,1/27/1600 7:40 PM,1/22/1610 4:29 PM,,116.109721,28.840466,,57.867356,20.798621,2,4,4,3,1,2,131,2,4,1,39.412699,10
6e32ef05,4/26/1601 5:13 AM,2/2/1607 10:14 PM,2,46.017539,110.836004,122.102781,143.595472,26.988572,2,4,3,4,1,2,49,3,2,,121.333401,10
6e32ef4c,5/12/1602 4:12 AM,10/7/1607 9:50 AM,2,141.786289,84.266276,7.5107,33.524973,1.094845,2,2,2,2,1,2,76,2,,1,95.254667,10
6e32ef5e,7/7/1603 8:19 AM,2/22/1609 12:42 PM,2,59.405395,9.639441,5.562517,81.779726,49.455093,,2,2,3,1,2,150,2,5,1,20.129878,10
6e32ef64,6/26/1600 9:20 PM,12/7/1607 4:49 PM,1,,,44.356857,25.885219,58.97651,2,3,4,4,2,2,74,1,2,1,,10
6e32efae,9/23/1605 7:41 PM,8/27/1610 3:46 AM,1,97.932176,,21.7201,73.298667,32.119061,2,2,3,4,2,,74,1,5,1,,10
6e32f01e,7/14/1603 6:12 PM,8/9/1609 10:14 AM,2,110.429778,69.266515,49.905423,76.528758,77.613004,2,4,3,2,1,2,91,2,2,1,79.967844,10
6e32f023,2/16/1601 3:46 PM,7/26/1610 11:18 PM,2,26.710129,,124.520494,157.74262,17.333077,2,3,3,3,1,2,74,3,4,,,10
6e32f042,2/3/1602 7:38 PM,12/7/1607 7:52 PM,2,93.774465,63.32337,62.126924,29.069284,4.649851,2,2,4,3,1,2,97,2,2,1,73.793189,10
6e32f049,1/26/1605 6:12 AM,2/10/1608 6:23 PM,2,,36.375675,105.563966,16.740118,18.6785,1,,3,2,1,,124,2,3,1,46.490614,10
6e32f06e,6/21/1602 2:57 AM,4/8/1609 2:26 AM,,65.389766,9.539965,26.151882,71.245682,25.784555,2,4,3,4,1,2,150,2,4,,19.630695,10
6e32f089,6/9/1603 5:45 AM,6/17/1608 2:14 PM,2,96.241894,,9.807734,37.228234,55.160129,2,3,4,3,1,2,74,2,2,1,,10
